,company_name,location,notice_date,layoff_date,employees_affected
1394,"Motorola, Inc.",S. Plainfield,January,2009-03-27 00:00:00,50
1395,MW Manufacturers,Hammonton,January,2009-03-20 00:00:00,212
1396,Nielson & Bainbridge,Monroe Twp.,January,2009-03-11 00:00:00,105
1397,"Pliva, Inc.",East Hanover,January,2009-04-27 00:00:00,120
1398,Roadway Express,E. Brunswick,January,2009-03-01 00:00:00,72
1399,Ryder Integrated Logistics,Ledgewood,January,2009-04-03 00:00:00,100
1400,Siemens Building Technologies,Florham Park,January,2009-03-09 00:00:00,153
1401,Silverton Marine Corp,Millville,January,2009-01-30 00:00:00,202
1402,Viking Yacht Company,New Gretna,January,2009-03-31 00:00:00,541
1403,"BASF CATALYSTS, LLC",EAST NEWARK,February,2009-05-01 00:00:00,34
1404,"BURBERRY WHOLESALE, LTD",WILLIAMSTOWN,February,2009-04-07 00:00:00,8
1405,"CASTLEFORD TAILORS, LTD",WILLIAMSTOWN,February,2009-04-07 00:00:00,145
1406,CHELSEA PROPERTY GROUP,ROSELAND,February,2009-04-17 00:00:00,71
1407,"FORTUNOFF HOLDINGS, LLC",STATEWIDE,February,2009-02-13 00:00:00,445
1408,IBM,PARAMUS,February,2009-02-23 00:00:00,72
1409,"MAX RAVE, LLC",NORTH BERGEN,February,2009-05-01 00:00:00,70
1410,SLM FINANCIAL CORPORATION,MT LAUREL,February,2009-04-03 00:00:00,45
1411,"SOUTH JERSEY HOSPITAL, INC.",VINELAND,February,2009-03-31 00:00:00,123
1412,SOUTHERN WINE AND SPIRITS OF NEW JERSEY,SOMERVILLE,February,2009-04-01 00:00:00,18
1413,THE EVENING JOURNAL ASSOCIATION,JERSEY CITY,February,2009-04-13 00:00:00,144
1414,YANG MING (AMERICA) CORP,JERSEY CITY,February,2009-04-01 00:00:00,72
1415,AMERICAN DISTRIBUTION SERVICE,RIDGEFIELD,March,2009-05-12 00:00:00,101
1416,ASCO,FLORHAM PARK,March,2009-05-31 00:00:00,350
1417,CATALENT PHARMA SOLUTIONS LLC,PENNSAUKEN,March,2009-05-18 00:00:00,132
1418,CENVEO,CARLSTADT,March,2009-05-18 00:00:00,46
1419,COLORITE SPECIALTY RESINS,BURLINGTON,March,2009-05-06 00:00:00,53
1420,DRUG FAIR,SOMERSET,March,2009-05-16 00:00:00,129
1421,ELECTROCHEM,TETERBORO,March,2009-05-31 00:00:00,97
1422,FLUOR,MT LAUREL,March,2009-05-18 00:00:00,128
1423,GOLDMAN SACHS,JERSEY CITY,March,2009-03-06 00:00:00,70
1424,KV PHARMACEUTICAL,STATEWIDE,March,2009-03-06 00:00:00,30
1425,PROPAK CORPORATION,BARRINGTON,March,2009-04-17 00:00:00,59
1426,STATE STREET BANK & TRUST,PRINCETON,March,2009-06-26 00:00:00,80
1427,THE CHILDREN'S PLACE SERVICES CO. LLC,SECAUCUS,March,2009-06-13 00:00:00,341
1428,THE HOME DEPOT,PARAMUS,March,2009-04-26 00:00:00,106
1429,THE HOME DEPOT,BRIDGEWATER,March,2009-04-26 00:00:00,99
1430,WOLFBLOCK LLP,STATEWIDE,March,2009-05-23 00:00:00,121
1431,ORTHO-MCNEIL-JANSSEN PHARMACEUTICALS INC,RARITAN,April,2009-06-12 00:00:00,30
1432,EEYE INCORPORATED,WOODCLIFF LAKE,April,2008-08-12 00:00:00,1
1433,CORUS INTERNATIONAL,PARAMUS,April,2009-05-31 00:00:00,7
1434,GLOBAL PHARMACEUTICAL SUPPLY GROUP,RARITAN,April,2009-06-26 00:00:00,129
1435,"PF LABORATORIES, INC.",TOTOWA,April,2009-06-30 00:00:00,67
1436,ADM,GLASSBORO,May,2009-07-31 00:00:00,54
1437,"BEARINGPOINT, INC.",WARREN,May,2009-06-05 00:00:00,12
1438,"DPT LAKEWOOD, INC",LAKEWOOD,May,2009-07-13 00:00:00,57
1439,"DPT LAKEWOOD, INC.",LAKEWOOD,May,2009-07-10 00:00:00,33
1440,E*TRADE FINANCIAL,JERSEY CITY,May,2009-07-05 00:00:00,171
1441,FILENE'S BASEMENT,STATEWIDE,May,2009-06-15 00:00:00,116
1442,GUND,EDISON,May,2009-06-30 00:00:00,44
1443,IBM,STATEWIDE,May,2009-04-27 00:00:00,245
1444,ING,SOMERSET,May,2009-07-17 00:00:00,65
1445,JBL INCORPORATED,UPPER SADDLE RIVER,May,2009-06-30 00:00:00,2
1446,METAL TEXTILES CORPORATION,EDISON,May,2009-09-01 00:00:00,TBA
1447,SODEXO,LAKEWOOD,May,2009-06-30 00:00:00,70
1448,SPRING AIR COMPANY,NEW BRUNSWICK,May,2009-05-04 00:00:00,39
1449,UNITED STATES GYPSUM COMPANY,CLARK,May,2009-08-01 00:00:00,83
1450,CORNELL HALL NURSING HOME & REHAB CENTER,UNION,June,2009-07-31 00:00:00,202
1451,GREENBROOK MANOR NURSING HOME & REHAB CENTER,GREEN BROOK,June,2009-07-31 00:00:00,198
1452,ASHBROOK NURSING HOME & REHABILITATION CENTER,SCOTCH PLAINS,June,2009-07-31 00:00:00,145
1453,LLANFAIR NURSING HOME & REHAB CENTER,WAYNE,June,2009-07-31 00:00:00,207
1454,E. I. DUPONT DENEMOURS & COMPANY,DEEPWATER,June,2009-07-31 00:00:00,69
1455,"DIRECT GROUP, LLC",ROBBINSVILLE,June,2009-11-30 00:00:00,5
1456,J P MORGAN CHASE & CO,CARLSTADT,June,2009-07-31 00:00:00,39
1457,KMART,BURLINGTON,June,2009-09-20 00:00:00,71
1458,"EPV SOLAR, INC.",ROBBINSVILLE,June,2009-08-15 00:00:00,86
1459,WYNDHAM PRINCETON FORRESTAL HOTEL,PLAINSBORO,June,2009-08-17 00:00:00,108
1460,EXCELSIOR MEDICAL,NEPTUNE,June,2009-08-22 00:00:00,217
1461,BASELL POLYOLEFINS,EDISON,June,2009-07-10 00:00:00,4
1462,ASHLAND INC.,KEARNY,June,2009-09-01 00:00:00,78
1463,"DOC MAINTENANCE, INC.",STATEWIDE,June,2009-08-28 00:00:00,19
1464,CONTINENTAL AIRLINES,NEWARK,July,2009-09-23 00:00:00,To be Determined
1465,EPV SOLAR,STATEWIDE,July,2009-10-02 00:00:00,31
1466,GERDAU AMERISTEEL,PERTH AMBOY,July,2009-09-12 00:00:00,165
1467,"HGA QUEST, INC",STATEWIDE,July,2009-08-16 00:00:00,81
1468,HOUGHTON MIFFLIN HARCOURT,BELLMAWR,July,2009-10-02 00:00:00,60
1469,NONNI'S FOOD COMPANY,DAYTON,July,2009-08-31 00:00:00,25
1470,TRI-COUNTY COMMUNITY ACTION PARTNERSHIP,BRIDGETON,July,2009-10-01 00:00:00,81
1471,VALUEOPTIONS,HAMILTON,July,2009-09-07 00:00:00,67
1472,BROOKS BROTHERS CUST SVC,EDISON,August,TBA,96
1473,"CENTER STATE HEALTH GROUP, INC.",OCEANPORT,August,2009-10-31 00:00:00,261
1474,DELAWARE NORTH COMPANIES,NEWARK,August,2009-12-31 00:00:00,67
1475,"GERRESHEIMER GLASS, INC",MILLVILLE,August,Temp layoff,150
1476,"NCO CUSTOMER MANAGEMENT, INC.",GLASSBORO,August,2009-10-24 00:00:00,145
1477,NYK LINE (NORTH AMERICA) INC.,SECAUCUS,August,2009-10-16 00:00:00,58
1478,PREMIER DISTRIBUTION SERVICE,NORTH BERGEN,August,2009-10-16 00:00:00,96
1479,"TREE OF LIFE, INC.",NORTH BERGEN,August,2009-10-23 00:00:00,10
1480,TRI-STATE TRANSPORTATION,NEWARK,August,2009-10-30 00:00:00,62
1481,ALLSTATE NEW JERSEY INSURANCE CO,PARAMUS,September,2009-11-15 00:00:00,89
1482,BERRY PLASTICS,PISCATAWAY,September,2009-11-02 00:00:00,79
1483,CHURCH & DWIGHT CO. INC,NORTH BRUNSWICK,September,2009-11-01 00:00:00,258
1484,"CORD CRAFTS, LLC",WHARTON,September,2009-11-23 00:00:00,113
1485,HSBC,BRIDGEWATER,September,2009-11-16 00:00:00,49
1486,"NYK LOGISTICS, INC.",PORT MURRAY,September,2009-11-20 00:00:00,24
1487,SEABROOK HOUSE,SEABROOK,September,2009-12-31 00:00:00,52
1488,"ARAMARK SPORTS, LLC",E. RUTHERFORD,October,2010-01-04 00:00:00,*1689
1489,"ARAMARK SPORTS, LLC",OCEANPORT,October,2009-12-31 00:00:00,*229
1490,"ARAMARK SPORTS, LLC",E. RUTHERFORD,October,2009-12-31 00:00:00,*253
1491,ASHBROOK NURSING HOME - ST BARNABAS,SCOTCH PLAINS,October,2009-12-23 00:00:00,*149
1492,BOY SCOUTS OF AMERICA,JAMESBURG,October,2009-12-31 00:00:00,21
1493,"CDG MANAGEMENT, LLC",EDISON,October,2009-12-07 00:00:00,75
1494,CORNELL HALL NURSING HOME - ST BARNABAS,UNION,October,2009-12-23 00:00:00,*200
1495,"DIRECT GROUP, LLC",ROBBINSVILLE,October,2009-11-30 00:00:00,40
1496,EMD CHEMICALS,GIBBSTOWN,October,2009-12-18 00:00:00,50
1497,GREENBROOK MANOR NURSING HOME - ST BARNABAS,GREEN BROOK,October,2009-12-23 00:00:00,*200
1498,HACKENSACK UNIVERSITY MEDICAL CENTER,HACKENSACK,October,2009-12-31 00:00:00,*152
1499,LLANFAIR HOUSE NURSING HOME - ST BARNABAS,WAYNE,October,2009-12-23 00:00:00,*208
1500,SUNOCO INC,WESTVILLE,October,2009-12-13 00:00:00,400
1501,"VERIZON CONNECTED SOLUTIONS, INC",STATEWIDE,October,2009-12-19 00:00:00,269
1502,AHS HOSPITAL CORPORATION/ATLANTIC HEALTH,MORRISTOWN,November,2010-01-09 00:00:00,320
1503,"BLACK MILLWORK CO, INC.",ALLENDALE,November,2010-01-29 00:00:00,91
1504,BROOKS BROTHERS CUSTOMER SERVICE,EDISON,November,2010-01-27 00:00:00,83
1505,COMCAST CABLE COMMUNICATIONS,ISELIN,November,2010-01-11 00:00:00,66
1506,MEDAREX,STATEWIDE,November,2010-01-27 00:00:00,158
1507,PUBLISHERS CIRCULATION FULFILLMENT,ROCKLEIGH,November,2010-01-15 00:00:00,97
1508,SUN MICROSYSTEMS. INC,STATEWIDE,November,2010-01-03 00:00:00,8
1509,"UNIVERSITY HEALTH PLANS, INC.",EDISON,November,2010-02-01 00:00:00,82
1510,"BLACKWELL NORTH AMERICA, INC",BLACKWOOD,December,2010-02-05 00:00:00,91
1511,CDG MANAGEMENT LLC,NEW BRUNSWICK,December,2009-12-06 00:00:00,113
1512,CDG MANAGEMENT LLC,OCEAN,December,2009-11-27 00:00:00,107
1513,MERCK & CO. INC.,KENILWORTH,December,2010-02-09 00:00:00,500
1514,PFIZER,MONMOUTH JUNCTION,December,2010-01-31 00:00:00,400
1515,"WILKIN MANAGEMENT GROUP, INC",MAHWAH,December,2009-12-07 00:00:00,1
1516,* Most employees of companies marked with asterisk will be rehired by buyer,,,,
1517,AFFINITY DIRECT,ENGLEWOOD CLIFFS,January,2008-03-11 00:00:00,32
1518,AURORA LOAN SERVICES,FLORHAM PARK,January,2008-03-17 00:00:00,139
1519,"C3i, INC.",MORRISTOWN,January,2008-03-31 00:00:00,109
1520,CUMMINS METROPOWER,NEWARK,January,2008-03-31 00:00:00,109
1521,H & M,NO. ARLINGTON,January,2008-02-29 00:00:00,80
1522,JPMORGAN CHASE,WOODCLIFF LAKE,January,2008-01-09 00:00:00,70
1523,MACY’S LOGISTICS,CHERRY HILL,January,2008-03-21 00:00:00,103
1524,NEW YORK TIMES,EDISON,January,2008-03-31 00:00:00,115
1525,NO. JERSEY MEDIA GROUP,ROCKAWAY,January,2008-03-28 00:00:00,50
1526,SAINT JAMES HOSPITAL,NEWARK,January,2008-03-15 00:00:00,541
1527,TEVA PHARMACEUTICALS,NORTHVALE,January,2008-04-25 00:00:00,155
1528,YARDVILLE NAT. BANK,HAMILTON TOWNSHIP,January,2008-01-19 00:00:00,146
1529,BRADLEY PHARM.,FAIRFIELD,February,2008-04-30 00:00:00,196
1530,CHRIST HOSPITAL,JERSEY CITY,February,2008-04-29 00:00:00,65
1531,GRAHAM PACKAGING,EDISON,February,2008-04-18 00:00:00,115
1532,KNOWLEDGE NETWORKS,CRANFORD,February,2008-04-09 00:00:00,275
1533,LANXESS SYBRON,BIRMINGHAM,February,2008-05-02 00:00:00,70
1534,LIBERTY TRAVEL,RAMSEY/MAHWAH,February,2008-04-26 00:00:00,60
1535,METROLOGIC,BLACKWOOD,February,2008-04-07 00:00:00,78
1536,NESTLE WATERS,JERSEY CITY,February,2008-04-04 00:00:00,89
1537,TITAL TOOLS,OAKLAND,February,2008-05-01 00:00:00,61
1538,ARAMARK,ATLANTIC CITY,March,2008-05-31 00:00:00,183
1539,FIRST FRANKLIN,MT. LAUREL,March,2008-05-07 00:00:00,57
1540,GREENVILLE HOSPITAL,JERSEY CITY,March,2008-04-25 00:00:00,356
1541,LIBERTY HARDWARE,RANDOLPH,March,2008-05-09 00:00:00,45
1542,NEIGHBORCARE PHARMACY,OCEAN,March,2008-05-15 00:00:00,63
1543,NEWARK MORNING LEDGER,PISCATAWAY/P. BROOK,March,2008-05-02 00:00:00,367
1544,PM HOSPITALITY STRATEGIES,EDISON,March,2008-06-01 00:00:00,96
1545,PRINCETON LAUNDRY,PATERSON,March,2008-05-31 00:00:00,106
1546,RELIANT PHARMACEUTICALS,LIBERTY CORNER,March,2008-03-31 00:00:00,159
1547,SEARS ROEBUCK & CO.,MAYWOOD,March,2008-03-04 00:00:00,52
1548,SILVER LINE PRODUCTS,MIDDLESEX,March,2008-05-23 00:00:00,171
1549,SOUTHCO,BRIDGEPORT,March,2008-05-16 00:00:00,153
1550,UBS SERVICES,WEEHAWKEN,March,2008-05-16 00:00:00,14
1551,WACKENHUT,FORKED RIVER,March,2008-05-11 00:00:00,150
1552,COLUMBUS HOSPITAL,NEWARK,April,2008-06-01 00:00:00,874
1553,JPMORGAN CHASE,WOODCLIFF LAKE,April,2008-05-18 00:00:00,42
1554,JPMORGAN CHASE,WOODCLIFF LAKE,April,2008-06-01 00:00:00,33
1555,FIRST TRENTON INDEMNITY,MARLTON,April,2008-08-29 00:00:00,113
1556,MUHLENBERG MED. CTR.,PLAINFIELD,April,2008-06-15 00:00:00,749
1557,COLEMAN NATURAL FOODS,WILLIAMSTOWN,April,2008-06-16 00:00:00,182
1558,ACCOONA,JERSEY CITY,April,2008-06-20 00:00:00,53
1559,FIRST STUDENT,PISCATAWAY,April,2008-06-30 00:00:00,80
1560,FOOTSTAR,MAHWAH,April,2008-06-28 00:00:00,221
1561,CHR. HANSEN,MAHWAH,April,2008-06-28 00:00:00,50
1562,HAPAG-LLOYD,PISCATAWAY,April,2008-06-30 00:00:00,138
1563,HUDSON CATHOLIC H.S.,JERSEY CITY,April,2008-06-30 00:00:00,42
1564,ARAMARK,CHERRY HILL,May,2008-06-30 00:00:00,93
1565,CELEBRATION,LUMBERTON,May,2008-08-01 00:00:00,150
1566,COMPUTER SCIENCES,SECAUCUS,May,2008-07-11 00:00:00,102
1567,EK SUCCESS,CLIFTON,May,2008-06-01 00:00:00,134
1568,JEVIC TRANSPORTATION,DELANCO/PISCATAWAY,May,2008-05-19 00:00:00,1036
1569,MUHLENBERG MED. CTR.,PLAINFIELD,May,2008-07-04 00:00:00,18
1570,PHILIPS ELECTRONICS,LEDGEWOOD,May,2008-07-01 00:00:00,50
1571,SALLIE MAE,MT. LAUREL,May,2008-07-01 00:00:00,163
1572,SONY BMG MUSIC,LYNDHURST,May,2008-07-18 00:00:00,50
1573,TRANE,PISCATAWAY,May,2008-06-30 00:00:00,40
1574,ABBOTT LABORATORIES,PARSIPPANY,June,2008-08-29 00:00:00,83
1575,BANK OF AMERICA,JERSEY CITY,June,2008-08-03 00:00:00,162
1576,COMFORT INN/ECONO LODGE,ATLANTIC CITY,June,2008-09-01 00:00:00,50
1577,DELAWARE NORTH,NEWARK,June,2008-09-01 00:00:00,242
1578,INTERCALL,WAYNE,June,2008-10-31 00:00:00,121
1579,INTERSTATE OGISTICS,SECAUCUS,June,2008-08-10 00:00:00,90
1580,JPMORGAN CHASE,SOMERSET,June,2008-08-07 00:00:00,0
1581,LEHIGH PRESS,PENNSAUKEN,June,2008-08-26 00:00:00,206
1582,LIZ CLAIBORNE,DAYTON,June,2008-08-22 00:00:00,92
1583,NATIONAL ENVELOPE,UNION,June,2008-08-03 00:00:00,171
1584,NORTH JERSEY MEDIA,ROCKAWAY,June,2008-08-26 00:00:00,11
1585,ORTHO BIOTECH,BRIDGEWATER,June,2008-09-01 00:00:00,260
1586,ORTHO BIOTECH,BRIDGEWATER,June,2008-08-01 00:00:00,289
1587,PALISADES SAFETY & INS.,FREEHOLD,June,2008-08-17 00:00:00,48
1588,POLYMER GROUP,LANDISVILLE,June,2008-08-15 00:00:00,82
1589,SCHERING-PLOUGH,STATEWIDE,June,2008-08-11 00:00:00,500
1590,WALLENIUS WILHELMSEN,WOODCLIFF LAKE,June,2008-08-19 00:00:00,56
1591,ZINSSER CO.,SOMERSET,June,2008-08-29 00:00:00,61
1592,AMERICAN AIRLINES,NEWARK,July,2008-09-05 00:00:00,44
1593,BARRY CALLEBAUT,SWEDESBORO,July,2008-09-01 00:00:00,59
1594,CORRECTIONAL MEDICAL,STATEWIDE,July,2008-09-30 00:00:00,949
1595,D & R MANAGEMENT,TOTOWA,July,2008-09-26 00:00:00,164
1596,DOMINATE FOOD SVS,BAYONNE,July,2008-07-01 00:00:00,25
1597,DOW JONES & CO.,S. BRUNSWICK,July,2008-09-15 00:00:00,66
1598,FIRST STUDENT,JERSEY CITY,July,2008-08-31 00:00:00,150
1599,FOOTSTAR,MAHWAH,July,2008-09-27 00:00:00,62
1600,GENERAL CHEMICAL,PARSIPPANY,July,2008-09-30 00:00:00,56
1601,GMAC MORTGAGE,CHERRY HILL,July,2008-10-03 00:00:00,68
1602,GUND,EDISON,July,2008-09-10 00:00:00,128
1603,INDYMAC BANK,MARLTON,July,2008-09-07 00:00:00,127
1604,SWS NJ WAREHOUSING,MONROE,July,2008-08-31 00:00:00,51
1605,ABBOTT LABORATORIES,WHIPPANY,August,2008-10-11 00:00:00,125
1606,ASHLAND,BOONTON,August,2008-09-30 00:00:00,158
1607,AVAYA,LINCROFT,August,2008-10-23 00:00:00,63
1608,BOSCOV’S,EATONTOWN,August,2008-10-12 00:00:00,149
1609,EMCO DISTRIBUTION,NORTH BERGEN,August,2008-10-19 00:00:00,103
1610,HANJIN SHIPPING,PARAMUS,August,2008-11-01 00:00:00,60
1611,KIK CUSTOM PRODUCTS,CARLSTADT,August,2008-10-17 00:00:00,155
1612,PHARMACOPEIA,CRANBURY,August,2008-10-03 00:00:00,64
1613,W.L. GORE & ASSOCIATES,OAK RIDGE,August,2008-11-01 00:00:00,67
1614,ABM ENGINEERING,STATEWIDE,September,2008-08-29 00:00:00,63
1615,AMERICAN FUJI SEAL,FAIRFIELD,September,2008-11-21 00:00:00,68
1616,BURLINGTON RESINS,BURLINGTON,September,2008-11-01 00:00:00,122
1617,EBI HOLDINGS,PARSIPPANY,September,2008-11-07 00:00:00,111
1618,EQUITY ONE,MARLTON,September,2008-11-07 00:00:00,147
1619,GMAC MORTGAGE,CHERRY HILL,September,2008-11-26 00:00:00,32
1620,NEWARK MORNING LEDGER,NEWARK,September,2009-01-05 00:00:00,1657
1621,NJFOP FUNDRAISING,OCEAN,September,2008-09-17 00:00:00,99
1622,POPULAR MORTGAGE,CHERRY HILL,September,2008-11-07 00:00:00,167
1623,SWS WAREHOUSING,MONROE,September,2008-11-10 00:00:00,32
1624,TIMES OF TRENTON,TRENTON,September,2009-01-05 00:00:00,151
1625,VWR INT.,BRIDGEPORT,September,2009-02-28 00:00:00,76
1626,WACHOVIA,STATEWIDE,September,2008-10-01 00:00:00,56
1627,BARCLAYS CAPITAL,STATEWIDE,October,2008-12-26 00:00:00,710
1628,BARCLAYS CAPITAL,WHIPPANY,October,2008-12-26 00:00:00,100
1629,BUILDERS FIRST SOURCE,STATEWIDE,October,2008-12-15 00:00:00,120
1630,DELUXE MANUFACTURING,THOROFARE,October,2008-11-07 00:00:00,250
1631,FOOTSTAR,MAHWAH,October,2008-12-31 00:00:00,206
1632,GE HEALTHCARE,SOMERSET,October,2008-11-30 00:00:00,40
1633,GENESIS LOGISTICS,BURLINGTON,October,,106
1634,HONEYWELL INT.,BLACKWOOD,October,2009-01-05 00:00:00,12
1635,HONEYWELL SCANNING,W. DEPTFORD,October,2009-01-05 00:00:00,4
1636,LINENS’ AND THINGS,SWEDESBORO,October,2008-12-15 00:00:00,127
1637,LINENS’ AND THINGS,CLIFTON,October,2008-12-15 00:00:00,519
1638,SURVIVOR TECHNOLOGIES,HILLSIDE,October,2008-10-27 00:00:00,287
1639,BLACKSTONE MEDICAL,WAYNE,November,2009-02-19 00:00:00,10
1640,CITY & SUBURBAN DEL.,STATEWIDE,November,2009-01-04 00:00:00,372
1641,COMCAST CABLE,E. WINDSOR,November,2009-01-19 00:00:00,185
1642,HANOVER DIRECT,WEEHAWKIN,November,2009-01-04 00:00:00,18
1643,JOHNS MANVILLE,BERLIN,November,2009-01-31 00:00:00,170
1644,NAT. WHOLESALE LIQUID.,LODI/EDISON,November,2009-01-08 00:00:00,134
1645,NATIONAL GYPSUM,DELAIR,November,2009-01-19 00:00:00,66
1646,PIKE MACHINE PRODUCTS,ELIZABETH,November,2009-01-31 00:00:00,71
1647,SEARS,WOODBRIDGE,November,2009-01-11 00:00:00,94
1648,THELEN,FLORHAM PARK,November,2008-11-30 00:00:00,645
1649,ABBOTT LABORATORIES,EDISON,December,2009-02-04 00:00:00,143
1650,CLARA MAAS CONTINUING CARE AT BELLEVILLE,BELLEVILLE,December,2009-01-26 00:00:00,208
1651,GRIFFIN PIPE,FLORENCE,December,2009-02-27 00:00:00,200
1652,GROCERY HAULERS,S. KEARNY,December,2009-01-31 00:00:00,138
1653,MARRIOTT,GALLOWAY,December,2009-02-13 00:00:00,66
1654,MARRIOTT,ABSECON,December,2009-02-13 00:00:00,68
1655,PRESS RELAY,NEWARK,December,2009-03-11 00:00:00,101
1656,JOHNSON CONTROLS,NEW BRUNSWICK,January,3/4/07,102
1657,EQUITY ONE,PARSIPPANY,January,3/11/07,44
1658,POPULAR FINANCIAL,MARLTON/CHERRY HILL,January,3/11/07,207
1659,GMAC MORTGAGE,MOUNTAINSIDE,January,3/16/07,85
1660,BERLEX,WAYNE,January,2/28/07,50
1661,JOHNSON & JOHNSON,MORRIS PLAINS,January,3/23/07,512
1662,JPMORGAN CHASE,MAYWOOD,January,3/25/07,160
1663,R.A.B. FOOD GROUP,JERSEY CITY,January,3/26/07,96
1664,NEW COMMUNITY CARE,NEWARK,January,3/26/07,190
1665,MCDATA,LUMBERTON,January,1/26/07,59
1666,COTY,MT. OLIVE,January,3/30/07,360
1667,TOYS R US,SOMERSET,January,3/31/07,18
1668,MAYNE PHARMA,PARAMUS,February,4/6/07,67
1669,ARAMARK,PLAINSBORO,February,2/16/07,
1670,WASHINGTON MUTUAL,CLARK,February,4/16/07,60
1671,H.C. STARCK,E. RUTHERFORD,February,4/30/07,67
1672,H.C. STARCK,CARLSTADT,February,4/30/07,58
1673,MELLON INVESTOR,JESEY CITY,February,4/30/07,187
1674,DAILY RECORD,PARSIPPANY,March,2007-05-13 00:00:00,63
1675,REVLON,IRVINGTON,March,2007-06-15 00:00:00,118
1676,MASONITE,LOGAN TOWNSHIP,March,2007-05-21 00:00:00,103
1677,IPC COMMAND SYSTEMS,MT. LAUREL,March,2007-06-01 00:00:00,10
1678,DECEUNINCK,POMPTON PLAINS,March,2007-05-31 00:00:00,36
1679,PT PETROL,NEWARK/PAULSBORO,April,2007-05-31 00:00:00,47
1680,DAL GLOBAL SERVICES,NEWARK,April,2007-05-01 00:00:00,69
1681,LABOR SERVICES,HOWELL,April,2007-06-10 00:00:00,206
1682,ARAMARK,MADISON,April,2007-06-30 00:00:00,83
1683,LIZ CLAIBORNE,SECAUCUS,May,2007-08-03 00:00:00,54
1684,IMAGE SCREEN PRINTING,PASSAIC,May,2007-07-16 00:00:00,265
1685,DESIMONE GROUP,MT. LAUREL,May,2007-08-06 00:00:00,205
1686,ROCKAWAY BEDDING,RANDOLPH,June,2007-08-21 00:00:00,72
1687,CORVEST,THOROFARE,June,2007-09-17 00:00:00,127
1688,TEST TECHNOLOGY,MARLTON,June,2007-08-03 00:00:00,58
1689,SELECT MEDICAL,FREEHOLD,June,2007-08-01 00:00:00,52
1690,TD WATERHOUSE,JERSEY CITY,June,2007-04-01 00:00:00,131
1691,ARAMARK,SOUTH ORANGE,June,2007-07-01 00:00:00,125
1692,ALCATEL-LUCENT,HOLMDEL,June,2007-08-31 00:00:00,57
1693,SHOREWOOD PACKAGING,EDISON,July,2007-08-31 00:00:00,72
1694,ST. BARNABAS HEALTH,UNION,July,2007-10-01 00:00:00,820
1695,HOLIDAY INN,ATLANTIC CITY,July,2007-09-04 00:00:00,145
1696,HOWARD JOHNSON HOTEL,ATLANTIC CITY,July,2007-09-04 00:00:00,43
1697,COOKSON ELECTRONICS,JERSEY CITY,July,2007-09-07 00:00:00,75
1698,LAFARGE,PORT NEWARK,July,2007-08-06 00:00:00,70
1699,PEARSON EDUCATION,PARSIPPANY,July,2007-09-01 00:00:00,54
1700,STOP & SHOP,STATEWIDE,July,2007-09-04 00:00:00,920
1701,COMPASS PHARMA,CLIFTON,July,2007-09-16 00:00:00,
1702,ST. BARNABAS HEALTH,TOMS RIVER/NEWARK,July,2007-10-01 00:00:00,90
1703,FABRICATED PLASTICS,MORRISTOWN,July,2007-09-24 00:00:00,80
1704,CIT TECHNOLOGY,MAHWAH,July,2007-09-28 00:00:00,137
1705,MEDCO HEALTH,PINE BROOK,August,2007-10-05 00:00:00,64
1706,ADVOGENT,PISCATAWAY,August,2007-09-30 00:00:00,200
1707,LIZ CLAIBORNE,NO. BERGEN,August,2007-08-31 00:00:00,145
1708,TINNERMAN PALNUT,MOUNTAINSIDE,August,2007-10-22 00:00:00,114
1709,FIRST MAGNUS,PARSIPPANY/C. HILL,August,2007-08-17 00:00:00,93
1710,GREENPOINT MORTGAGE,MT. LAUREL/FAIRFIELD,August,2007-08-24 00:00:00,55
1711,OSI COLLECTION,EDISON,August,2007-10-31 00:00:00,89
1712,ST. JOHN'S COMMUNITY SVS,STATEWIDE,August,2007-09-30 00:00:00,141
1713,ANGELICA TEXTILE,EDISON,September,2007-11-05 00:00:00,297
1714,EMPIRE BEEF,E. RUTHERFORD,September,2007-11-06 00:00:00,252
1715,HUNTLEIGH HEALTHCARE,EATONTOWN,September,2007-11-16 00:00:00,140
1716,LIBERTY HEALTH SYSTEM,JERSEY CITY,September,2007-11-18 00:00:00,382
1717,PASCACK VALLEY HOSPITAL,WESTWOOD,September,2007-11-21 00:00:00,1006
1718,FOXTONS,STATEWIDE,September,2007-09-26 00:00:00,350
1719,BERNERT HOSPITAL,PATERSON,September,2007-11-30 00:00:00,819
1720,3M,BELLE MEAD,October,2007-11-05 00:00:00,87
1721,COMPUCOM SYSTEMS,PARSIPPANY,October,2007-11-30 00:00:00,110
1722,AFFINITY DIRECT,ENGLEWOOD,October,2007-12-02 00:00:00,147
1723,AGC CHEMICALS,BAYONNE,October,2007-12-31 00:00:00,157
1724,MORGAN STANLEY,JERSEY CITY,October,2007-11-30 00:00:00,94
1725,TOPPS MEAT COMPANY,ELIZABETH,October,2007-10-05 00:00:00,80
1726,VICTORY BOX,ROSELLE,October,2007-10-01 00:00:00,85
1727,JONES APPAREL,EDISON,October,2008-06-02 00:00:00,157
1728,KING PHARMACEUTICALS,WAYNE/POMPTON PLNS,October,2007-12-28 00:00:00,15
1729,HOBOKEN WOOD FLOORING,BRIDGEWATER,October,2007-10-29 00:00:00,221
