,company_name,location,layoff_date,employees_affected,Phone Number,Zip Code,Address,Contact Name,Layoff Type,Union Representation
308,Asbury Automotive,Cobb,04/03/2020,32,,30060,,,,
309,Asbury Automotive,Cobb,04/03/2020,38,,30060,,,,
310,Asbury Automotive,Fulton,04/03/2020,42,,30076,,,,
311,Asbury Automotive,Fulton,04/03/2020,54,,30076,,,,
312,Asbury Automotive,Fulton,04/03/2020,49,,30076,,,,
313,Asbury Automotive,Cobb,04/03/2020,64,,30080,,,,
314,Asbury Automotive,Fulton,04/03/2020,26,,30291,,,,
315,Asbury Automotive,Fulton,04/03/2020,36,,30291,,,,
316,Asbury Automotive,Fulton,04/03/2020,26,,30291,,,,
317,Benevis Dental Practice Management Services,Cobb,03/23/2020,158,,30067,,,,
318,Candler Road Dental PC,Cobb,03/23/2020,175,,30067,,,,
319,"B&O Joint Venture, LLC",Glynn,03/31/2020,100,,31520,,,,
320,Uncle Julios,Fulton,03/19/2020,73,,30309,,,,
321,North American Dental Group,Lawrence,03/23/2020,360,,16101,,,,
322,"Art Carpet, LLC",Murray,04/02/2020,10,,30705,,,,
323,Floor Covering Installation,Bartow,04/11/2020,2,,30120,,,,
324,Pinnacle Staffing,Carroll,03/30/2020,50,,30180,,,,
325,Kelsey Hayes,Hall,03/23/2020,386,,30542,,,,
326,"Suit Supply (USA), Inc",Fulton,03/29/2020,28,,30326,,,,
327,"Mindbody, Inc.",Fulton,04/03/2020,89,,30363,,,,
328,Beeline Canada Accessories,Fulton,04/04/2020,12,,30309,,,,
329,CR&G LLC,Whitfield,03/22/2020,22,,30720,,,,
330,MATCO INC,Whitfield,04/04/2020,20,,30722,,,,
331,"Direct Auction Services, LLC",Fulton,03/20/2020,58,,30213,,,,
332,My Stir Fry,Fulton,03/18/2020,15,,30009,,,,
333,Larson-Juhl US LLC,Gwinnett,03/31/2020,71,,30093,,,,
334,Big Daddy's Southern Cuisine,Fulton,03/17/2020,7,,30303,,,,
335,Prospect International Airport Services Corp.,Clayton,03/18/2020,113,,30320,,,,
336,"Beasley Media Group, LLC",Richmond,04/01/2020,25,,30909,,,,
337,C3 Culinary Group LLC,Newton,03/02/2020,10,,30016,,,,
338,Phelan Hallinan Diamond & Jones,Fulton,03/27/2020,4,,30022,,,,
339,The Family Y of the CSRA,Richmond,03/25/2020,165,,30907,,,,
340,The Family Y of the CSRA,Richmond,03/25/2020,36,,30906,,,,
341,The Family Y of the CSRA,Richmond,03/25/2020,20,,30901,,,,
342,The Family Y of the CSRA,Columbia,03/25/2020,57,,30809,,,,
343,The Family Y of the CSRA,Jefferson,03/25/2020,19,,30833,,,,
344,tHE FAMILY Y OF THE CSRA,Columbia,03/25/2020,48,,30813,,,,
345,THE FAMILYY OF THE CSRA,McDuffie,03/25/2020,49,,30824,,,,
346,Apple American Group II LLC,Peach,04/13/2020,54,,31069,,,,
347,IHG Army Hotels,Chattahoochee,04/03/2020,53,,31905,,,,
348,"Hooters of America, LLC",Cobb,03/16/2020,414,,30339,,,,
349,Tech Posse Inc,Cherokee,01/01/2020,7,,30102,,,,
350,"The Finish Line, Inc.",Clarke,04/12/2020,13,,30606,,,,
351,"The Finish Line, Inc.",Bibb,04/12/2020,10,,31206,,,,
352,"The Finish Line, Inc.",Douglas,04/12/2020,28,,30135,,,,
353,"The Finish Line, Inc.",Dekalb,04/12/2020,19,,30038,,,,
354,Inspire Restaurant Group LLC,Fulton,03/15/2020,30,,30312,,,,
355,"The Finish Line, Inc.",Hall,04/12/2020,12,,30501,,,,
356,"The Finish Line, Inc.",Houston,04/12/2020,21,,31028,,,,
357,"The Finish Line, Inc.",Jackson,04/12/2020,18,,30529,,,,
358,"The Finish Line, Inc.",Gwinnett,04/12/2020,19,,30043,,,,
359,"The Finish Line, Inc.",Cobb,04/01/2020,31,,30326,,,,
360,"The Finish Line, Inc.",Cobb,04/01/2020,15,,30346,,,,
361,"The Finish Line, Inc.",Fulton,04/01/2020,4,,30022,,,,
362,"The Finish Line, Inc.",Gwinnett,04/01/2020,12,,30519,,,,
363,"The Finish Line, Inc.",Richmond,04/01/2020,5,,30909,,,,
364,"The Finish Line, Inc.",Chatham,04/01/2020,2,,31406,,,,
365,"The Finish Line, Inc.",Cobb,04/01/2020,9,,30144,,,,
366,"The Finish Line, Inc.",Cobb,04/01/2020,15,,30339,,,,
367,"The Finish Line, Inc.",Clayton,04/01/2020,16,,30260,,,,
368,"The Finish Line, Inc.",Cobb,04/12/2020,24,,30144,,,,
369,"The Finish Line, Inc.",Fulton,04/12/2020,11,,30022,,,,
370,"The Finish Line, Inc.",Richmond,04/12/2020,21,,30909,,,,
371,"The Finish Line, Inc.",Chatham,04/12/2020,14,,31406,,,,
372,"The Finish Line, Inc.",Clayton,04/12/2020,15,,30260,,,,
373,"The Finish Line, Inc.",Cobb,04/12/2020,30,,30339,,,,
374,"The Finish Line, Inc.",Gwinnett,04/12/2020,40,,30519,,,,
375,Aqua Salon and Spa LLC,Columbia,03/28/2020,8,,30907,,,,
376,Stone Mountain Park,Dekalb,04/20/2020,52,,30087,,,,
377,"Immediate Credit Recovery, Inc.",Cobb,03/27/2020,145,,30144,,,,
378,Elite Comfort Solutions,Coweta,04/08/2020,8,,30265,,,,
379,Elite Comfort Solutions,Coweta,04/08/2020,1,,30265,,,,
380,Elite Comfort Solutions,Sumter,04/08/2020,2,,31719,,,,
381,Miguel Wilson Collection,Fulton,03/18/2020,10,,30326,,,,
382,Primrose School Franchising Company LLC,Cobb,04/06/2020,59,,30339,,,,
383,"Harlem Globetrotters International, Inc.",Gwinnett,04/20/2020,175,,30092,,,,
384,Alion Science and Technology,Anne Arundel,04/30/2020,45,,21076,,,,
385,PCAM LLC,Fulton,03/25/2020,100,,30354,,,,
386,"Sysco Atlanta, LLC",Fulton,03/27/2020,176,,30337,,,,
387,Kathy and Company LLC,Cobb,03/31/2020,3,,30152,,,,
388,Kabobs Acquisition LLC,Clayton,03/13/2020,175,,30260,,,,
389,Miller Ale House,Fulton,03/21/2020,45,,30004,,,,
390,Augusta Sportswear Brands,Columbia,03/23/2020,141,,30813,,,,
391,Miller's Ale House,Henry,03/21/2020,110,,30253,,,,
392,SAGE MONTESSORI,Cobb,04/01/2020,7,,30062,,,,
393,Mid Georgia Fire Safety,Dodge,03/10/2020,4,,31023,,,,
394,InterContinental Buckhead Atlanta,Fulton,03/23/2020,210,,30326,,,,
395,Mt. Bailey Holdings LLC,Fulton,03/23/2020,109,,30309,,,,
396,Safran Aerosystems,Henry,04/03/2020,8,,30269,,,,
397,Crestline Hotels & Resorts,Fulton,03/25/2020,91,,30092,,,,
398,Scholastic Book Fairs,Cobb,03/16/2020,74,,30152,,,,
399,Crowne Plaza Atlanta Airport,Fulton,03/20/2020,57,,30344,,,,
400,Tower 3 Champions Retreat,Columbia,03/26/2020,45,,30809,,,,
401,"Southern Exposure Technical Services, LLC",Paulding,04/27/2020,4,,30101,,,,
402,Stein Mart Distribution Center,Douglas,03/31/2020,121,,30122,,,,
403,Perry Lane Hotel,Chatham,03/17/2020,100,,31401,,,,
404,"Greyhound Lines, Inc.",Fulton,03/30/2020,78,,30303,,,,
405,"NP Bay Ventures, LLC",Chatham,03/20/2020,27,,31401,,,,
406,Gate Group,Fulton,05/07/2020,51,,30354,,,,
407,"Flotel II, Inc.",Chatham,03/20/2020,32,,31401,,,,
408,"300 West Bay, LLC",Chatham,03/20/2020,10,,31401,,,,
409,Integrity Transformations Community Dev Corp,Fulton,04/20/2020,3,,30318,,,,
410,Enterprise Holdings,Clayton,04/30/2020,73,,30337,,,,
411,Enterprise Holdings,Fulton,04/30/2020,110,,30328,,,,
412,Enterprise Holdings,Gwinnett,04/30/2020,232,,30093,,,,
413,Coral Hospitality-GA LLC,White,03/24/2020,69,,30545,,,,
414,"Coral Hospitality-GA, LLC",Towns,03/24/2020,173,,30582,,,,
415,"Coral Hospitality-GA, LLC",Clay,03/23/2020,25,,39851,,,,
416,"Coral Hospitality-GA, LLC",Crisp,03/23/2020,124,,31015,,,,
417,"Coral Hospitality-GA, LLC",Telfair,03/23/2020,26,,31037,,,,
418,"Coral Hospitality-GA, LLC",Dawson,03/24/2020,59,,30534,,,,
419,Accurate reliable measurement,Crawford,03/28/2020,7,,31078,,,,
420,Select Medical,Fulton,04/17/2020,60,,30354,,,,
421,"Aludyne Columbus, LLC",Muscogee,04/27/2020,166,,31904,,,,
422,"Trophy & Gift Center, Inc.",Richmond,04/27/2020,1,,30904,,,,
423,Retrospective Salon LLC,Cobb,04/26/2020,1,,30101,,,,
424,The Hertz Corporation,Clayton,04/14/2020,162,,30337,,,,
425,Gate Gourmet,Fulton,05/07/2020,392,,30354,,,,
426,Gate Gourmet,Fulton,05/07/2020,1429,,30354,,,,
427,Gate Gourmet,Fulton,05/07/2020,180,,30354,,,,
428,Asbury Automotive,Gwinnett,04/03/2020,15,,30096,,,,
429,Asbury Automotive,Fulton,04/03/2020,10,,30009,,,,
430,Asbury Automotive,Fulton,04/03/2020,10,,30076,,,,
431,"Sodexo, Delta Sky Club",Clayton,04/17/2020,246,,30320,,,,
432,Havertys Furniture Companies,Jackson,04/30/2020,122,,30517,,,,
433,Parkway Products LLC,Cobb,05/01/2020,58,,30066,,,,
434,Gulfstream Aerospace Corporation,Chatham,05/01/2020,650,,31408,,,,
435,Regal Corporate Headquarters,Fulton,03/17/2020,43,,30363,,,,
436,YKK U.S.A. Inc.,Bibb,04/23/2020,80,,31217,,,,
437,BAC Local 8 SE,Fulton,04/04/2020,3,,30312,,,,
438,Atrium Hospitality,Fulton,03/12/2020,145,,30326,,,,
439,VMC Specialty Alloys LLC,Bartow,05/09/2020,120,,30103,,,,
440,Vision Works (Alpharetta),Fulton,04/04/2020,4,,30022,,,,
441,Vision Works (Lithonia),Dekalb,04/04/2020,9,,30038,,,,
442,Vision Works (Tucker),Dekalb,04/04/2020,6,,30084,,,,
443,Vision Works (Duluth),Gwinnett,04/04/2020,9,,30096,,,,
444,Vision Works (Kennesaw),Cherokee,04/04/2020,10,,30144,,,,
445,Vision Works (Cumberland Mall-Atlanta),Fulton,04/04/2020,6,,30329,,,,
446,Vision Works (Buford),Gwinnett,04/04/2020,9,,30519,,,,
447,Vision Works (Douglasville),Douglas,04/04/2020,12,,30135,,,,
448,Vision Works (Fayetteville),Clayton,04/04/2020,10,,30214,,,,
449,Vision Works (Snellville),Gwinnett,04/04/2020,10,,30078,,,,
450,Vision Works (Canton),Cherokee,04/04/2020,3,,30114,,,,
451,Vision Works (East Point),Fulton,04/04/2020,5,,30344,,,,
452,Vision Works (Hiram),Paulding,04/04/2020,7,,30141,,,,
453,Vision Works (McDonough),Clayton,04/04/2020,7,,30253,,,,
454,Vision Works (Newnan),Coweta,04/04/2020,9,,30265,,,,
455,Vision Works (Cumming),Forsyth,04/04/2020,5,,30041,,,,
456,Vision Works (Columbus),Muscogee,04/04/2020,3,,31909,,,,
457,Vision Works (Savannah),Chatham,04/04/2020,4,,31406,,,,
458,Vision Works (Pooler),Chatham,04/04/2020,6,,31322,,,,
459,Vision Works (Warner Robbins),Houston,04/04/2020,2,,31093,,,,
460,Vision Works (Athens),Clarke,04/04/2020,6,,30606,,,,
461,Vision Works (August),Richmond,04/04/2020,4,,30909,,,,
462,Vision Works (Gainesville),Hall,04/04/2020,8,,30501,,,,
463,Vision Works (Peachtree City),Fayette,04/04/2020,3,,30269,,,,
464,Vision Works (Macon),Bibb,04/04/2020,5,,31210,,,,
465,Vision Works (Cartersville),Bartow,04/04/2020,6,,30121,,,,
466,Bloomin Brands (Bonefish 1701),Glynn,03/15/2020,34,,31522,,,,
467,Bloomin Brands (Bonefish 1702),Richmond,03/15/2020,80,,31522,,,,
468,Bloomin Brands (Bonefish 1703),Chatham,03/15/2020,51,,31405,,,,
469,Bloomin Brands (Bonefish 1704),Fulton,03/15/2020,44,,30005,,,,
470,Bloomin Brands (Bonefish 1705),Bibb,03/15/2020,72,,31210,,,,
471,Bloomin Brands (Bonefish 1706),Gwinnett,03/15/2020,58,,30078,,,,
472,Bloomin Brands (Bonefish 1707),Gwinnett,03/15/2020,47,,30519,,,,
473,Interfor US Inc,Putnam,04/27/2020,105,,31024,,,,
474,Bloomin Brands (Bonefish 1709),Muscogee,03/15/2020,48,,31909,,,,
475,Bloomin Brands (Bonefish 1712),Fulton,03/15/2020,62,,30339,,,,
476,Interfor US Inc,Effingham,04/27/2020,137,,31302,,,,
477,Bloomin Brands (Carrabbas 1101),Bibb,03/15/2020,97,,31210,,,,
478,Interfor US INC,Appling,04/27/2020,162,,31513,,,,
479,Bloomin Brands (Carrabbas 1102),Cobb,03/15/2020,67,,30144,,,,
480,Bloomin Brands (Carrabbas 1105),Fulton,03/15/2020,51,,30339,,,,
481,Bloomin Brands (Carrabbas 1108),Clayton,03/15/2020,86,,30260,,,,
482,Bloomin' Brands (Outback 1114),Gwinnett,03/15/2020,88,,30078,,,,
483,Bloomin Brands (Carrabbas 1109),Richmond,03/15/2020,71,,30909,,,,
484,Bloomin Brands (Carrabbas 6110),Chatham,03/15/2020,73,,31419,,,,
485,Bloomin' Brands (Outback 1116),Clarke,03/15/2020,71,,30606,,,,
486,Bloomin Brands (Carrabbas 6111),Muscogee,03/15/2020,59,,31909,,,,
487,Bloomin Brands (Carrabbas 6112),Gwinnett,03/15/2020,73,,30097,,,,
488,Bloomin Brands (Outback 1119),Cobb,03/15/2020,82,,30144,,,,
489,Bloomin Brands (Outback 1120),Douglas,03/15/2020,98,,30135,,,,
490,Bloomin Brands (Outback 1121),Rockdale,03/15/2020,85,,30012,,,,
491,Bloomin Brands (Carrabbas 6113),Fayette,03/15/2020,83,,30269,,,,
492,Bloomin Brands (Carrabbas 6114),Clarke,03/15/2020,59,,30306,,,,
493,Bloomin Brands (Carrabbas 6115),Fulton,03/15/2020,43,,30346,,,,
494,Bloomin Brands (Carrabbas 6116),Douglas,03/15/2020,51,,30135,,,,
495,Bloomin Brands (Carrabbas 6117),Forsyth,03/15/2020,60,,30041,,,,
496,Bloomin Brands (Flemings 2101),Fulton,03/15/2020,50,,30346,,,,
497,Bloomin Brands (Outback 1113),Fulton,03/15/2020,73,,30329,,,,
498,Bloomin Brands (Outback 1122),Gwinnett,03/15/2020,65,,30024,,,,
499,Bloomin Brands (Outback 1123),Hall,03/15/2020,64,,30501,,,,
500,Bloomin Brands (Outback 1124),Fayette,03/15/2020,80,,30269,,,,
501,Bloomin Brands (Outback 1125),Cherokee,03/15/2020,47,,30114,,,,
502,Bloomin Brands (Outback 1126),Fulton,03/15/2020,43,,30075,,,,
503,Bloomin Brands (Outback 1128),Whitfield,03/15/2020,75,,30720,,,,
504,Bloomin Brands (Outback 1129),Forsyth,03/15/2020,91,,30041,,,,
505,Bloomin Brands (Outback 1130),Muscogee,03/15/2020,63,,31904,,,,
506,Bloomin Brands (Outback 1131),Richmond,03/15/2020,94,,30909,,,,
507,Bloomin Brands (Outback 1132),Bibb,03/15/2020,73,,31210,,,,
508,Bloomin Brands (Outback 1133),Chatham,03/15/2020,70,,31419,,,,
509,Bloomin Brands (Outback 1134),Dougherty,03/15/2020,71,,31707,,,,
510,Bloomin Brands (Outback 1135),Lowndes,03/15/2020,65,,31601,,,,
511,Bloomin Brands (Outback 1137),Houston,03/15/2020,74,,31093,,,,
512,Bloomin Brands (Outback 1170),Henry,03/15/2020,96,,30281,,,,
513,Bloomin Brands (Outback 1171),Floyd,03/15/2020,82,,30161,,,,
514,Bloomin Brands (Outback 1173),Fulton,03/15/2020,53,,30346,,,,
515,Bloomin Brands (Outback 1174),Jackson,03/15/2020,56,,30529,,,,
516,Bloomin Brands (Outback 1175),Fulton,03/15/2020,70,,30022,,,,
517,Trinity Industries Inc.,Bartow,05/12/2020,138,,30121,,,,
518,The Staffing People,Sumter,04/24/2020,36,,31709,,,,
519,"LAZ Parking Georgia, LLC",Fulton,03/18/2020,304,,30305,,,,
520,Sodexo (Middle GA State University),Laurens,05/15/2020,97,,31014,,,,
521,GDOTS Inc,Barrow,03/20/2020,2,,30666,,,,
522,Cox Automotive,Fulton,05/17/2020,181,,30331,,,,
523,Cox Automotive,Dekalb,05/17/2020,76,,30319,,,,
524,Cox Automotive,Fulton,05/17/2020,118,,30328,,,,
525,Cox Automotive,Fulton,05/17/2020,344,,30328,,,,
526,Cox Automotive,Clayton,05/17/2020,160,,30349,,,,
527,Brittany Maids Ltd,Dekalb,05/18/2020,38,,30329,,,,
528,Barcelona Wine Bar,Fulton,03/18/2020,53,,30318,,,,
529,Buhler Quality Yarns Inc,Jackson,04/13/2020,69,,30549,,,,
530,Barcelona Wine Bar,Fulton,03/18/2020,70,,30307,,,,
531,Czarnowski,Cobb,05/19/2020,401,,30168,,,,
532,"Four Seasons Hotels Corporate Services, Inc.",Dekalb,04/07/2020,1,,30345,,,,
533,Master Tech Augusta,Richmond,04/04/2020,2,,30909,,,,
534,Renaissance Atlanta Midtown Hotel,Fulton,03/17/2020,52,,30308,,,,
535,"Nth Degree, Inc.",Gwinnett,06/08/2020,35,,30096,,,,
536,Imagine That INC,Gwinnett,03/23/2020,5,,30092,,,,
537,Exide Technologies,Fulton,07/21/2020,298,,30004,,,,
538,"Merritt Hospitality, LLC (The Hotel at Avalon)",Fulton,05/21/2020,157,,30009,,,,
539,"Jim's Formal Wear, LLC",Cobb,03/20/2020,44,,30122,,,,
540,Woodstock Pain Solutions,Cherokee,05/25/2020,4,,30189,,,,
541,"Merritt Hospitality, LLC (Hilton Atlanta Airport)",Fulton,05/26/2020,86,,30354,,,,
542,"Williamson Fire Protection, LLC",Dekalb,03/27/2020,10,,30294,,,,
543,Spiffy Clean Of Liberty,Carroll,05/01/2020,1,,30116,,,,
544,The Educational Commission for Foreign Med. Grad.,Fulton,06/12/2020,91,,30337,,,,
545,The Ritz-Carlton Hotel Co LLC,Fulton,03/21/2020,294,,30303,,,,
546,LH Atlanta Hotel Corp LLC,Fulton,05/27/2020,159,,30309,,,,
547,Hyatt Corporation,Chatham,03/15/2020,108,,31401,,,,
548,"Merritt Hospitality, LLC/Sheraton Atlanta Downtown",Fulton,05/22/2020,192,,30303,,,,
549,Hyatt Corporation,Fulton,06/05/2020,121,,30305,,,,
550,"Global Experience Specialists, Inc. (GES)",Douglas,03/01/2020,94,,30122,,,,
551,"ON Services-AV Specialists, Inc.",Gwinnett,03/01/2020,128,,30071,,,,
552,"SW Hotels & Resorts WW, LLC (Westin Savannah)",Chatham,03/21/2020,244,,31421,,,,
553,"Marriott Hotel Services, Inc. (Atl Airport)",Fulton,03/17/2020,229,,30337,,,,
554,The Ritz-Carlton Hotel Co LLC,Greene,03/16/2020,440,,30642,,,,
555,"Marriott Hotel Services, Inc. (Midtown)",Fulton,03/14/2020,77,,30309,,,,
556,"Marriott Hotel Services, Inc. (Buckhead)",Fulton,03/15/2020,156,,30326,,,,
557,"Marriott Hotel Services, Inc. (Alpharetta)",Fulton,03/21/2020,112,,30005,,,,
558,"SW Hotels & Resorts WW, LLC (W Atlanta Downtown)",Fulton,03/28/2020,161,,30308,,,,
559,Diamond Crystal Brands Inc.,Chatham,08/08/2020,211,,31405,,,,
560,"Renaissance Hotel Mgmt Co, LLC (Atl Airport)",Fulton,03/17/2020,86,,30337,,,,
561,"Avanos Medical, Inc. (NeoMed, Inc.)",Cherokee,08/05/2020,17,,30188,,,,
562,SW Hotels & Resort (W Atlanta Midtown),Fulton,03/14/2020,212,,30361,,,,
563,"Merritt Hospitality, LLC (Westin Atl Perimeter)",Fulton,05/20/2020,97,,30328,,,,
564,"SW Hotels & Resorts WW, LLC (The St. Regis Atl.)",Fulton,03/14/2020,243,,30305,,,,
565,"Marriott Hotel Services, Inc. (Stone Mountain Inn)",Dekalb,03/14/2020,22,,30083,,,,
566,Marriott Hotel Svs. (Atlanta Evergreen Marriott),Dekalb,03/14/2020,237,,30083,,,,
567,Pier 1 Imports (Savannah-Knowlton),Chatham,08/31/2020,139,,31407,,,,
568,Crowne Plaza Atlanta Perimeter at Ravinia,Dekalb,03/27/2020,114,,30346,,,,
569,Wellbridge (Concourse Athletic Club),Fulton,03/22/2020,177,,30328,,,,
570,"Merritt Hospitality, LLC (Chateau Elan)",Gwinnett,06/06/2020,108,,30517,,,,
571,Starwood Hotels & Resorts WW LLC (W Atl Buckhead),Fulton,03/14/2020,115,,30326,,,,
572,"Marriott Hotel Services, Inc (Atlanta Marquis)",Fulton,03/14/2020,784,,30303,,,,
573,Renaissance Atlanta Waverly Hotel (Galleria),Cobb,03/21/2020,253,,30339,,,,
574,"SW Hotels & Resorts WW, LLC-Westin Atlanta",Fulton,03/21/2020,468,,30303,,,,
575,ABM Aviation Inc. (Delta Airlines),Clayton,05/31/2020,170,,30337,,,,
576,"Merritt Hospitality, LLC-Westin Buckhead",Fulton,05/20/2020,125,,30326,,,,
577,"Merritt Hospitality, LLC (The Whitley Hotel)",Fulton,06/05/2020,184,,30326,,,,
578,T-Mobile,Gwinnett,06/16/2020,79,,30092,,,,
579,The Hertz Corporation,Fulton,08/17/2020,2,,33928,,,,
580,Marriott International Shared Services,Fulton,04/04/2020,96,,30339,,,,
581,"City Winery Atlanta, LLC",Fulton,06/21/2020,130,,30308,,,,
582,HPI,Fulton,08/19/2020,98,,30005,,,,
583,Gildan,Muscogee,08/21/2020,154,,31907,,,,
584,SHONEY'S OF LAVONIA/Witherall Enterprises,Franklin,03/22/2020,18,,30521,,,,
585,"Conagra Brands, Inc.",Worth,08/28/2020,119,,31791,,,,
586,"DMAC81, LLC",Richmond,03/23/2020,23,,30909,,,,
587,"Aramark Educational Services, LLC (GA Gwinnett)",Gwinnett,06/26/2020,139,,30043,,,,
588,"Freeman Expositions, LLC",Fulton,06/30/2020,47,,30318,,,,
589,"The Freeman Company, LLC",Fulton,06/30/2020,15,,30318,,,,
590,"Carestream Dental Partnership, LLC",Cobb,08/25/2020,29,,30339,,,,
591,GMTH Enterprises,Henry,01/13/2020,3,,30253,,,,
592,Jacobson Warehouse Company,Clayton,08/21/2020,175,,30297,,,,
593,Spire Hospitality,Fulton,03/26/2020,71,,30308,,,,
594,CDI Head Start (Heard Pre-School),Heard,08/31/2020,6,,30217,,,,
595,CDI Head Start (Lower McGregor),Troup,08/31/2020,26,,30241,,,,
596,CDI Head Start (Newnan East HS),Coweta,08/31/2020,17,,30263,,,,
597,CDI Head Start (Newnan West HS),Coweta,08/31/2020,13,,30263,,,,
598,CDI Head Start (North Cary HS),Troup,08/31/2020,20,,30240,,,,
599,CDI Head Start (Upper McGregor),Troup,08/31/2020,19,,30241,,,,
600,CDI Head Start (Admin Office - LaGrange),Troup,08/31/2020,16,,30240,,,,
601,CDI Head Start (Carrollton - Rome St.),Carroll,08/31/2020,17,,30117,,,,
602,CDI Head Start (Carrollton - Willie North HS),Carroll,08/31/2020,20,,30117,,,,
603,CDI Head Start (Carver HS),Harris,08/31/2020,8,,31811,,,,
604,CDI Head Start (Greenville HS),Meriwether,08/31/2020,15,,30222,,,,
605,"Aramark Educational Services, LLC (GSW State Univ)",Sumter,07/01/2020,69,,31709,,,,
606,"BAKER DAVIS ENTERPRISES, INC.",Muscogee,11/19/2019,24,,31808,,,,
607,Levy Premium Foodservice Limited (GWCC),Fulton,08/01/2020,371,,30313,,,,
608,Richmond County Constructors LLC,Burke,06/29/2020,1302,,30830,,,,
609,Joseph C Rodeheaver Investments Inc,Marion,07/06/2020,6,,31803,,,,
610,Cobb-Marietta Coliseum & Exhibit Hall Authority,Cobb,09/08/2020,68,,30339,,,,
611,Delaware North Co. (Cobb Cty Ent 875 Battery),Cobb,03/15/2020,50,,30339,,,,
612,Delaware North Co. (Cobb SportsSrv 755 Battery),Cobb,03/15/2020,69,,30339,,,,
613,"Delaware North Co. (Atl Partner 1800 Phoenix, Atl)",Clayton,03/15/2020,214,,30349,,,,
614,"Delaware North Co. (Atl SportSrv 755 Battery, Atl)",Cobb,03/15/2020,754,,30339,,,,
615,FLYTE,Fulton,07/10/2020,10,,30076,,,,
616,"Delta Air Lines, Inc-Pilot Base",Clayton,11/01/2020,493,,30354,,,,
617,KHRG Porsche Dr LLC (Kimpton Overland Hotel-Atl),Fulton,03/19/2020,108,,30354,,,,
618,YogaWorks (Dunwoody 6),Dekalb,03/17/2020,27,,30338,,,,
619,Yoga Works-Old Fourth Ward 9,Fulton,03/17/2020,24,,30312,,,,
620,YogaWorks-Buckhead 7,Fulton,03/17/2020,23,,30309,,,,
621,YogaWorks-Brookhaven 6,Dekalb,03/17/2020,39,,30319,,,,
622,"J. C. Penney Corporation, Inc",Dekalb,09/23/2020,100,,30345,,,,
623,Vesta Corporation,Fulton,09/20/2020,56,,30022,,,,
624,"Compass Group,Restaurants Assoc. GA Aquarium",Fulton,07/31/2020,79,,30313,,,,
625,EMD Performance Materials Corp.,Chatham,09/20/2020,88,,31407,,,,
626,Waldorf Astoria Employer LLC,Fulton,03/17/2020,97,,30309,,,,
627,Wyndham Atlanta Galleria,Fulton,09/30/2020,50,,30339,,,,
628,Hilton Hotel Employer LLC (Atl-Courtland St.),Fulton,03/22/2020,400,,30303,,,,
629,Hudson Group (HG) Retail LLC,Fulton,07/31/2020,187,,30320,,,,
630,"Carestream Dental, LLC",Cobb,04/02/2020,90,,30339,,,,
631,"GEO Secure Services, LLC",Charlton,09/30/2020,316,,31537,,,,
632,Miller Does it all,Houston,03/15/2020,1,,31093,,,,
633,2PM Property Investments,Forsyth,06/19/2020,4,,30041,,,,
634,"Sodexo, Inc. (Clark Atlanta University)",Fulton,08/31/2020,91,,30314,,,,
635,Paradies Lagardere (Atlanta Airport),Fulton,04/05/2020,58,,30320,,,,
636,Paradies Lagardere (Atlanta II-Airport ),Fulton,04/05/2020,46,,30320,,,,
637,XOtech,Dougherty,10/08/2020,70,,31704,,,,
638,Embassy Suites Atlanta Buckhead,Fulton,03/13/2020,45,,30305,,,,
639,Sodexo Inc (Delta Airlines),Fulton,07/31/2020,98,,30354,,,,
