,company_name,location,notice_date,layoff_date,employees_affected,Formal Name,City,State,Zip
2150,"CONSECO SERVICES, LLC",303/304 NORTH MAIN STREET ,3/4/2002,,356,CONSECO MEDICAL INSURANCE COMPANY,ROCKFORD,IL,61101
2151,GAYLORD CONTAINER CORPORATION,500 LAKE COOK ROAD SUITE 400 ,3/1/2002,,120,GAYLORD CONTAINER CORPORATION,DEERFIELD,IL,60015
2152,PHOENIX INTERNATIONAL,3430 CONSITUTION DRIVE ,3/4/2002,,200,JOHN DEERE COMPANY,SPRINGFIELD,IL,62707
2153,SBC AMERITECH COMMUNICATIONS INC,CUSTOMER SERVICE BUREAU 3201 W WHITE OAKS DRIVE 3RD FL,3/5/2002,,60,AMERITECH,SPRINGFIELD,IL,62721
2154,ABN-AMRO MORTGAGE GROUP,1350 EAST TOUHY AVENUE ,3/4/2002,,75,ABN-AMRO MORTGAGE GROUP,DES PLAINES,IL,60616
2155,AMERICAN TRANS AIR (ATA),OHARE INTERNATIONAL AIR PORT ,3/4/2002,,92,AMERICAN TRANS AIR (ATA),CHICAGO,IL,60666
2156,"Alcoa Home Exteriors, Inc",917 N Santa Fe Ave ,12/11/2001,,120,Alcoa,Princeville,IL,61559-9264
2157,PREMCOR REFINING GROUP INC.,201 EAST HAWTHORNE ,3/27/2002,,317,PREMCOR BLUE ISLAND REFINERY,HARTFORD,IL,62048
2158,KMART STORE #3508,2120 TROY ROAD ,3/8/2002,,100,K MART #3539,EDWARDSVILLE,IL,62025
2159,KMART STORE #3599,257 NORTH WEBER ROAD ,3/8/2002,,90,K MART #3539,BOLINGBROOK,IL,60439
2160,KMART STORE #4228,780 WEST DUNDEE ROAD ,3/8/2002,,90,K MART #3539,WHEELING,IL,60090
2161,KMART STORE #4386,990 WEST ALGONQUIN ROAD ,3/8/2002,,80,K MART #3539,ARLINGTON HEIGHTS,IL,60005
2162,KMART STORE #4801,100 DETTRO DRIVE ,3/8/2002,,60,K MART #3539,MATTOON,IL,61938
2163,KMART STORE 4822,2550 WEST SCHAUMBURG ROAD ,3/8/2002,,100,K MART #3539,SCHAUMBURG,IL,60172
2164,KMART STORE #4823,7400 WOODWARD AVENUE ,3/8/2002,,90,K MART #3539,WOODRIDGE,IL,60517
2165,KMART STORE #7073,2700 DEKALB AVENUE ,3/8/2002,,50,K MART #3539,SYCAMORE,IL,60178
2166,INTERNATIONAL FLAVORS & FRAGRANCES,2711 WEST IRVING PARK ROAD ,3/22/2002,,75,INTERNATIONAL FLAVORS & FRAGRANCES,CHICAGO,IL,60618
2167,KMART STORE #7305,2601 NORTH MAIN STREET ,3/8/2002,,60,K MART #3539,ROCKFORD,IL,61108
2168,KMART STORE #7473,225 SOUTH RAND ROAD ,3/8/2002,,70,K MART #3539,LAKE ZURICH,IL,60047
2169,KMART STORE #7913,413 NORTH MILWAUKEE AVENUE SOUTH KITSAP MALL,3/8/2002,,140,K MART #3539,VERNON HILLS,IL,60061
2170,KMART STORE #9092,520 EAST JASPER ,3/8/2002,,60,K MART #3539,PARIS,IL,61944
2171,KMART STORE #9340,510 RIVER OAKS WEST ,3/8/2002,,100,K MART #3539,CALUMET CITY,IL,60409
2172,KMART STORE #9349,140 COUNTRYSIDE PLAZA ,3/8/2002,,80,K MART #3539,COUNTRYSIDE,IL,60525
2173,KMART STORE #9362,8500 WEST GOLF ROAD ,3/8/2002,,100,K MART #3539,NILES,IL,60648
2174,KMART STORE #9368,2100 SOUTH RANDALL ROAD ,3/8/2002,,80,K MART #3539,GENEVA,IL,60134
2175,KMART STORE #9373,1250 NORTH LAKE STREET ,3/8/2002,,90,K MART #3539,AURORA,IL,60506
2176,KMART STORE #9375,2050 WEST PETERSON ,3/8/2002,,100,K MART #3539,CHICAGO,IL,60601
2177,KMART STORE #9357,4433 SOUTH PULASKI ROAD ,3/8/2002,,120,K MART #3539,CHICAGO,IL,60632
2178,FLINT INK,390 WELLS STREET ,3/12/2002,,51,FLINT INK,SALEM,IL,62881
2179,S & G PACKAGING,12245 SOUTH CENTRAL AVENUE ,3/11/2002,,92,S & G PACKAGING,ALSIP,IL,60803
2180,RYMER MEAT INC.,4600 S PACKERS ,3/4/2002,,150,RYMER MEAT INC.,CHICAGO,IL,60609
2181,FLORSHEIM GROUP INC.,200 NORTH LASALLE STREET SUITE 1500,3/12/2002,,112,FLORSHEIM GROUP INC.,CHICAGO,IL,60601
2182,FRANKLIN COMMUNITY CARE SERVICES,201 BAILEY LANE ,3/22/2002,,207,FRANKLIN COMMUNITY CARE SERVICES,BENTON,IL,62812
2183,KMART STORE #3309,1920 MT ZION ROAD ,3/8/2002,,80,K MART #3539,DECATUR,IL,62526
2184,KMART STORE #7244,P O BOX 1246 ,3/8/2002,,80,K MART #3539,CENTRALIA,IL,62801
2185,"ARMILLAIRE TECHNOLOGIES, INC.",1717 NAPER BOULEVARD ,3/20/2002,,88,"ARMILLAIRE TECHNOLOGIES, INC.",NAPERVILLE,IL,60540
2186,Winky Food Products,5251 MILLARD AVENUE ,3/25/2002,,50,"LAKEVIEW FARMS-ILLINOIS, INC.",CHICAGO,IL,60632
2187,AMBASSADOR WEST HOTEL,1300 N STATE STREET ,3/28/2002,,96,"S. RAINTREE ENTERPRISES, INC.",CHICAGO,IL,60611
2188,"VIDEOJET TECHNOLOGIES, INC.",707 EAST B STREET ,4/1/2002,,60,"VIDEOJET TECHNOLOGIES, INC.",BELLEVILLE,IL,62222
2189,GENERAL ELECTRIC CAPITAL CORPORATION,500 WEST MONROE STREET ,4/1/2002,,278,GE CAPITAL AUTO FINANCIAL SERVICES,CHICAGO,IL,60606
2190,COOPER BUSSMANN,7300 WEST WILSON AVENUE ,1/7/2002,,135,COOPER BUSSMANN,CHICAGO,IL,60706
2191,CLOROX PRODUCTS MANUFACTURING CO,7123 W 65TH STREET ,3/4/2002,,86,CLOROX PRODUCTS MANUFACTURING CO,CHICAGO,IL,60638
2192,ARAMARK,1405 NORTH FIFTH AVENUE ,4/12/2002,,126,ARAMARK,ST. CHARLES,IL,60174
2193,BRIDAL ORIGINALS,1564 SOUTH WASHINGTON STREET ,4/5/2002,2001-06-07 00:00:00,77,BRIDAL ORIGINALS,DUQUOIN,IL,62832
2194,ARTHUR ANDERSEN LLP,225 NORTH MICHIGAN AVENUE ,4/11/2002,,0,ARTHUR ANDERSEN LLP,CHICAGO,IL,60601
2195,ARTHUR ANDERSEN LLP,33 WEST MONROE STREET ,4/11/2002,,0,ARTHUR ANDERSEN LLP,CHICAGO,IL,60603
2196,ARTHUR ANDERSEN LLP,330 NORTH WABASH AVENUE ,4/11/2002,,0,ARTHUR ANDERSEN LLP,CHICAGO,IL,60604
2197,ARTHUR ANDERSEN LLP,1405 NORTH FIFTH AVENUE ,4/11/2002,,450,ARTHUR ANDERSEN LLP,ST CHARLES,IL,60174
2198,UNILEVER BESTFOODS NORTH AMERICA,2001 BASELINE ROAD ,4/4/2002,,300,UNILEVER BESTFOODS NORTH AMERICA,MONTGOMERY,IL,60538
2199,"MOTOROLA, INC.",1411 OPUS PLACE ,4/2/2002,,117,MOTOROLA WIRELESS DATA GROUP,DOWNERS GROVE,IL,60515
2200,MCLEOD USA,5837 PARK DRIVE SUITE 1,3/28/2002,,112,MCLEOD USA PUBLISHING,CHARLESTON,IL,61938
2201,SAFETY-KLEEN CORPORATION,TECH CENTER ,4/12/2002,,111,SAFETY-KLEEN CORPORATION,CHICAGO,IL,60601
2202,QUINCY PAPER MILL (CELOTEX),901 SOUTH FRONT STREET ,4/19/2002,,85,"BPB AMERICA, INC.",QUINCY,IL,62301
2203,"NATION PIZZA PRODUCTS, L.P.",228 LINCOLN HIGHWAY ,4/16/2002,,77,"NATION PIZZA PRODUCTS, L.P.",WATERMAN,IL,60445
2204,EAGLE VALLEY MINE,999 BARRETT CEMETERY ROAD ,4/29/2002,,70,BIG RIDGE INC.,EQUALITY,IL,62934
2205,VISIONTEK LLC,1175 LAKESIDE DRIVE ,4/25/2002,,224,VISIONTEK LLC,GURNEE,IL,60031
2206,ARRIS,ROUTE 30 ,4/25/2002,,90,ARRIS,ROCK FALLS,IL,61071
2207,GE FINANCIAL ASSURANCE,18451 SOUTH HALSTED STREET GLENWOOD PLAZA,4/29/2002,,217,GE FINANCIAL ASSURANCE,GLENWOOD,IL,60425
2208,"CHECKPOINT SYSTEMS, INC.",6750 BELT CIRCLE DRIVE ,4/29/2002,,87,"CHECKPOINT SYSTEMS, INC.",BEDFORD PARK,IL,60638
2209,STRATOS LIGHTWAVE LLC,4700 OKETO AVENUE ,4/19/2002,,70,STRATOS LIGHTWAVE LLC,HARWOOD HEIGHTS,IL,60706
2210,S & G PACKAGING,2801 SOUTH ROUTE 30 ,3/11/2002,,191,S & G PACKAGING,PLAINFIELD,IL,60544
2211,ARDCO GLASS PRODUCTS GROUP,12400 SOUTH LARAMIE ,5/6/2002,,94,CARRIER COMMERCIAL REFRIGERATION,ALSIP,IL,60803
2212,Lincoln Developmental Center,861 S. State ,2/8/2002,,400,,Lincoln,IL,62656
2213,Zeller Mental Health Center,5407 N. University ,3/12/2002,,295,,Peoria,IL,61614-4785
2214,METZ BAKING COMPANY,2883 S HILLOCK AVENUE ,5/17/2002,,71,EARTHGRAINS,CHICAGO,IL,60608
2215,PRUDENTIAL INSURANCE COMPANY,814 COMMERCE DRIVE ,5/15/2002,,135,Prudential Financial,OAK BROOK,IL,60523
2216,Warner Electric Inc.,HIGHWAY 251 AND MCCURRY ROAD ,5/17/2002,2000-07-26 00:00:00,143,,ROSCOE,IL,61073
2217,"White Cap, Inc.",1819 NORTH MAJOR ROAD ,5/17/2002,2001-12-17 00:00:00,287,"White Cap, Inc.",CHICAGO,IL,60639
2218,"KNOMARK, INC.",328 GALE STREET ,5/23/2002,,90,"KNOMARK, INC.",AURORA,IL,60506
2219,Advocate Illinois Masonic Medical Center,836 W. WELLINGTON AVENUE ,5/21/2002,,161,Advocate Illinois Masonic Medical Center,CHICAGO,IL,60657
2220,CTS ELECTRONICS CORPORATION,400 REIMANN AVENUE ,6/11/2001,,233,CTS ELECTRONICS CORPORATION,SANDWICH,IL,60548
2221,MAYFAIR MOLDED PRODUCTS,3700 NORTH ROSE STREET ,6/3/2002,,64,MAYFAIR MOLDED PRODUCTS,SCHILLER PARK,IL,60176
2222,MOEN INCORPORATED,750 NORTHGATE PARKWAY ,4/29/2002,2002-05-19 00:00:00,165,MOEN INCORPORATED,WHEELING,IL,60090
2223,PREMIUM PLASTICS,465 CERMAK ROAD ,5/30/2002,,238,PREMIUM PLASTICS,CHICAGO,IL,60616
2224,Sheridan CC,"P. O. Box 38,  4017 E. 2603 Rd ",6/13/2002,,434,Dwight CC,Sheridan,IL,60551-9201
2225,GENERAL CABLE,1086 SOUTH MARKET STREET ,6/14/2002,2001-06-18 00:00:00,116,GENERAL CABLE,MONTICELLO,IL,61856
2226,FLEXTRONICS,1901 SOUTH MEYERS ROAD SUITE 700,6/4/2002,,50,FLEXTRONICS,OAKBROOK TERRACE,IL,60181
2227,FLEXTRONICS,1150 LIVELY BOULEVARD ,6/13/2002,2001-07-22 00:00:00,192,FLEXTRONICS,ELK GROVE VILLAGE,IL,60007-4835
2228,FLEXTRONICS,1150 LIVELY BOULEVARD ,2/2/2009,2008-05-20 00:00:00,234,FLEXTRONICS,ELK GROVE VILLAGE,IL,60007-4835
2229,M & D INDUSTRIES,711 AND 625 GROVE STREETS ,6/21/2002,,111,M & D INDUSTRIES,MANTENO,IL,60950
2230,"AUTORAD, INC.",2050 NORTH RUBY STREET ,6/21/2002,,151,"AUTORAD, INC.",MELROSE PARK,IL,60160
2231,BEST BUY COMPANY - PRODUCT RETURN CENTER,585 KEHOE BOULEVARD ,7/1/2002,,67,BEST BUY COMPANY - PRODUCT RETURN CENTER,CAROL STREAM,IL,60188
2232,TRUSTMARK INSURANCE COMPANY,500 WEST SOUTH STREET ,6/28/2002,,68,TRUSTMARK INSURANCE COMPANY,FREEPORT,IL,61032
2233,INTOUCH SERVICES OF LLSI,1912 WEST 174TH STREET ,6/24/2002,,73,Lutheran Social Services of Illinois,EAST HAZEL CREST,IL,60429
2234,INTOUCH SERVICES OF LSSI,350 SOUTH SCHMALE ROAD SUITE 110 ,6/24/2002,,59,Lutheran Social Services of Illinois,CAROL STREAM,IL,61088
2235,NACHUSA LUTHERAN HOME,1261 ILLINOIS ROUTE 38 ,6/24/2002,,59,Lutheran Social Services of Illinois,NACHUSA,IL,61057
2236,"ESSEX GROUP, INC.",2816 NORTH MAIN STREET ,6/27/2002,,56,"ESSEX GROUP, INC.",ROCKFORD,IL,61103
2237,"Worldcom, Inc.",2655 Warrenville Road ,6/28/2002,,504,"Worldcom, Inc.",DOWNERS GROVE,IL,60515
2238,UNICARE,P O BOX 5034 ,7/2/2002,,130,UniCare Life & Health Insurance,BOLINGBROOK,IL,60440
2239,METALS USA,1020 NIEDRINGHAUS ,7/8/2002,,90,METALS USA,GRANITE CITY,IL,62040
2240,DUKANE CORPORATION,2900 DUKANE DRIVE ,7/19/2002,,148,DUKANE CORPORATION,ST CHARLES,IL,60174
2241,"SUNSTAR PHARMACEUTICAL, INC.",1300 ABBOTT DRIVE ,7/22/2002,,61,"SUNSTAR PHARMACEUTICAL, INC.",ELGIN,IL,60123
2242,SPHERION PACIFIC ENTERPRISES LLC,2655 WARRENVILLE ROAD ,7/25/2002,,99,SPHERION PACIFIC ENTERPRISES LLC,DOWNERS GROVE,IL,60515
2243,GENERAL MILLS,1850 WEST MAIN STREET ,7/30/2002,,260,General Mills,ST. CHARLES,IL,60174
2244,MOTOROLA LIFE SCIENCES CODELINK,4000 COMMERCIAL AVENUE ,7/31/2002,,52,MOTOROLA WIRELESS DATA GROUP,NORTHBROOK,IL,60062
2245,MAYTAG,1801 MONMONTH BLVD ,7/11/2002,2002-08-06 00:00:00,550,MAYTAG,GALESBURG,IL,61401
2246,"ACCO BRAND, INC.",2635 FEDERAL SIGNAL DRIVE ,8/5/2002,,90,"ACCO BRAND, INC.",UNIVERSITY PARK,IL,60466
2247,AT&T BROADBAND,800 WEST 5TH AVENUE ,8/5/2002,,52,AT&T BROADBAND,NAPERVILLE,IL,60563
2248,Alton Mental Health Center,4500 College Avenue ,8/6/2002,,130,,Alton,IL,62002
2249,KRAFT FOODS - CHICAGO PLANT,7400 SOUTH ROCKWELL ,7/16/2002,2001-11-08 00:00:00,311,,CHICAGO,IL,60629
2250,FEDERAL MOGUL COMPANY,3333 CHARLES STREET ,8/13/2002,,114,FEDERAL MOGUL COMPANY,FRANKLIN PARK,IL,60131
2251,Austenal,5101 South Keeler Ave. ,6/10/2002,,66,Austenal,Chicago,IL,60632
2252,"UNITED PLASTICS GROUP, INC.",529 THOMAS DRIVE ,9/5/2002,,120,"UNITED PLASTICS GROUP, INC.",BENSENVILLE,IL,60106-1650
2253,WESTABBE HEALTH CARE CENTER,2301 WEST MAIN MONROE STREET ,9/3/2002,,80,Locustwood Health Care Center,"SPRINGFIELD,",IL,62704
2254,NESTLE  FOOD CO.,700 NORTH DEERPATH DRIVE ,9/17/2002,,63,NESTLE  FOOD CO.,VERNON HILLS,IL,60061
2255,DEPARTMENT OF HUMAN SERVICES,100 SOUTH GRAND AVENUE EAST ,9/26/2002,,180,DEPARTMENT OF HUMAN SERVICES,SPRINGFIELD,IL,60607
2256,The Carriage House Inc.,118 Iowa Ave. ,9/23/2002,,165,The Carriage House Inc.,Streator,IL,61364
2257,MARRIOTT DISTRIBUTION SERVICE CENTER,6425 MUIRFIELD DRIVE ,10/1/2002,,124,MARRIOTT DISTRIBUTION SERVICE CENTER,HANOVER PARK,IL,60103
2258,OPEN TV INC.,1240 EAST DIEHL ROAD ,9/30/2002,,62,OPEN TV INC.,NAPERVILLE,IL,60563
2259,Vonachen Services,1300 4-H Park Road ,10/3/2002,,95,"Vonachen Services, Inc",Pontiac,IL,61764
2260,Vonachen Services,1300 4-H Park Road ,6/18/2007,,50,"Vonachen Services, Inc",Pontiac,IL,61764
2261,PWS (US FILTER),4669 SHEPARD TRAIL ,12/3/2002,,75,PWS (US FILTER),ROCKFORD,IL,61103
2262,GALILEO INTERNATIONAL,9700 WEST HIGGINS ROAD ,10/1/2002,,60,GALILEO INTERNATIONAL,ROSEMONT,IL,60018
2263,"CC Services, Inc.",1711 G.E. Road ,10/16/2002,,130,"CC Services, Inc.",Bloomington,IL,61702
2264,Fresh Express,11010 West Addison ,10/28/2002,,174,Fresh Express,Franklin Park,IL,60131
2265,LR Nelson,One Sprinkler Ln. ,6/18/2002,,61,L R Nelson,Peoria,IL,61615
2266,LR Nelson,One Sprinkler Ln. ,5/23/2005,2004-06-02 00:00:00,80,L R Nelson,Peoria,IL,61615
2267,LR Nelson,One Sprinkler Ln. ,10/22/2007,2007-06-21 00:00:00,80,L R Nelson,Peoria,IL,61615
2268,O'HARE OASIS TRAVEL/ABE LINCOLN TRAVEL,"4100 DENLEY ROAD 175TH TRISTATE TOLWAY, S HOLLAND",10/4/2002,,79,HMS HOST,SCHILLER PARK,IL,60176
2269,Hanna City Work Camp,14617 W.  Farmington Rd. ,9/4/2002,,60,,Hanna City,IL,61536
2270,Danville Correctional Facility,3820 E. Main St. ,8/23/2002,,60,,Danville,IL,61834
2271,OHMITE MANUFACTURING COMPANY,3601 HOWARD STREET ,11/1/2002,2001-12-03 00:00:00,140,OHMITE MANUFACTURING COMPANY,SKOKIE,IL,60076
2272,SAKS FIFTH AVENUE,4 OAKBROOK CENTER ,10/31/2002,,81,SAKS FIFTH AVENUE,OAKBROOK,IL,60523
2273,Pinewood Nursing Home,100 E Broadway ,11/6/2002,,80,Oakwood Health Care Center,Monmouth,IL,61462
2274,"PBM CONCRETE, INC.",111 FIFTH AVENUE ,11/6/2002,,0,"PBM CONCRETE, INC.",ROCHELLE,IL,61068
2275,RELIANT FASTNER,201 E. SECOND STREET ,9/27/2002,2002-11-04 00:00:00,112,"RELIANT BOLT, INC.",ROCK FALLS,IL,61071
2276,Globe Aviation,9950 W Lawrence Ave ,7/8/2002,,225,Globe Aviation,Shiller Park,IL,60176
2277,"UBID.COM, INC.",8550 WEST BRYN MAWR AVENUE SUITE 200,11/12/2002,,52,"UBID.COM, INC.",CHICAGO,IL,60631
2278,"RELIANT BOLT, INC.",5025 W. 73RD STREET ,11/8/2002,2001-11-04 00:00:00,135,"RELIANT BOLT, INC.",BEDFORD PARK,IL,60638
2279,ANDREW CORPORATION,1200A GREENBRIAR DRIVE ,11/8/2002,2001-11-04 00:00:00,122,Andrew LLC,ADDISON,IL,60101
2280,NEWELL WINDOW FURNISHINGS INC,916 S. ARCADE AVENUE ,11/14/2002,2001-11-04 00:00:00,50,Levolor Home Fashions,FREEPORT,IL,61032
2281,TCF National Bank,2901 North Mannheim Road Lakeshore Division,11/14/2002,,115,TCF National Bank,Franklin Park,IL,60457
2282,IBM,1 BANK ONE PLAZA SUITE IL1-0193,11/21/2002,,57,IBM,CHICAGO,IL,60670
2283,APAC,200 ALEXANDER AVENUE ,11/27/2002,,50,APAC,PEORIA,IL,61603
2284,ATC,16961 STATE STREET ,11/21/2002,,104,ATC,SOUTH HOLLAND,IL,60473-2832
2285,"SUPRA TELECOMMUNICATIONS & INFORMATION SYSTEMS, INC.",1400 N. 30TH STREET ,12/5/2002,,304,SUPRA TELECOMMUNICATIONS & INFORMATION S,QUINCY,IL,62305
2286,MITSUBISHI ELECTRIC AUTOMATION INC.,500 CORPORATE WOODS PARKWAY ,12/10/2002,2001-12-09 00:00:00,50,MITSUBISHI ELECTRIC AUTOMATION INC.,VERNON HILLS,IL,60061
2287,PORCELAIN PRODUCTS COMAPNY,510 NORTH PEARL STREET ,12/4/2002,2002-01-07 00:00:00,171,PORCELAIN PRODUCTS COMAPNY,MACOMB,IL,61455
2288,AUTOCAM - HAR MANUFACTURING,3710 RIVER ROAD ,12/5/2002,,105,AUTOCAM - HAR MANUFACTURING,FRANKLIN PARK,IL,60132
2289,BUDGET GROUP INC. (CENDANT),4225 NAPERVILLE ROAD ,12/9/2002,,100,BUDGET GROUP INC. (CENDANT),LISLE,IL,60532
2290,"ALTERMAN TRANSPORT LINES, INC.",7101 SOUTH KOSTNER AVENUE ,12/4/2002,,50,"ALTERMAN TRANSPORT LINES, INC.",CHICAGO,IL,60629
2291,WASTE MANAMEMENT CID,3757 WEST 34TH STREET ,12/17/2002,,117,WASTE MANAGMENT,CHICAGO,IL,60623
2292,SUNTEC INDUSTRIES,2210 HARRISON AVENUE ,12/19/2002,2001-12-11 00:00:00,50,SUNTEC INDUSTRIES,ROCKFORD,IL,61125
2293,"CULINARY FOODS, INC.",4201 SOUTH ASHLAND ,12/30/2002,,404,"CULINARY FOODS, INC.",CHICAGO,IL,60608
2294,UNITED AIRLINES,1200 EAST ALGONQUIN ROAD ,5/12/2011,,0,United Airlines,ELK GROVE VILLAGE,IL,60007
2295,UNITED AIRLINES,1200 EAST ALGONQUIN ROAD ,6/12/2008,,335,United Airlines,ELK GROVE VILLAGE,IL,60007
2296,UNITED AIRLINES,1200 EAST ALGONQUIN ROAD ,12/30/2002,,4149,United Airlines,ELK GROVE VILLAGE,IL,60007
2297,Caterpillar,2200 Channahon Road ,12/15/2002,,80,CATERPILLAR INC.,Joliet,IL,60432
2298,City of Peoria Workforce Development,"211 Fulton Street, Third Floor ",7/1/2002,,50,,Peoria,IL,61602-1337
2299,Ameren,800 South Washington ,12/18/2002,,59,AMEREN/CIPS,Meredosia,IL,62665
2300,FELLOWES INC.,1789 NORWOOD AVENUE ,1/14/2003,,73,FELLOWES MANUFACTURING COMPANY,ITASCA,IL,60143
2301,Science Applications International Corporation,1245 East Diehl Road Suite 200 ,1/14/2003,,58,Science Applications International Corp.,Naperville,IL,60563
2302,VERISPAN LLC,875 NORTH MICHIGAN AVENUE SUITE 3100,1/14/2003,,85,VERISPAN LLC,CHICAGO,IL,60066
2303,CARRIAGE HOUSE MANUFACTURING,118 IOWA STREET ,1/14/2003,,120,CARRIAGE HOUSE MANUFACTURING,STREATOR,IL,61364
2304,SMURFIT-STONE CONTAINER CORP,301 EAST 144TH STREET ,1/13/2003,,127,JEFFERSON SMURFIT CORP,DOLTON,IL,60419
2305,KMART STORE #4722,6211 NORTH LINCOLN AVENUE ,1/12/2003,,200,K MART #3539,CHICAGO,IL,60614
2306,KMART STORE #4821,600 MEACHAM ,1/12/2003,,200,K MART #3539,ELK GROVE VILLAGE,IL,60007
2307,KMART STORE #9363,2115 MAC ARTHUR BLVD ,1/12/2003,,100,K MART #3539,SPRINGFIELD,IL,62704
2308,KMART STORE #4416,1710 PHILO ROAD ,1/12/2003,,100,K MART #3539,URBANA,IL,61801
2309,KMART STORE #4784,1903 WEST MORTON ,1/12/2003,,100,K MART #3539,JACKSONVILLE,IL,62650
2310,KMART STORE #4802,2758 COLUMBUS STREET ,1/12/2003,,100,K MART #3539,OTTAWA,IL,61350
2311,KMART STORE #7789,4601 WEST CERMAK ROAD ,1/12/2003,,200,K MART #3539,CICERO,IL,60650
2312,KMART STORE #4924,800 BROADVIEW VILLAGE SQ ,1/12/2003,,200,K MART #3539,BROADVIEW,IL,60153
2313,KMART STORE #9355,1740 NORTH KOSTNER AVENUE ,1/12/2003,,200,K MART #3539,CHICAGO,IL,60651
2314,Rock Island Integrated Services,"Bldg. 102, Rock Island Arsenal ",2/25/2011,,118,Rock Island Integrated Services,Rock Island,IL,61299-7680
2315,Rock Island Integrated Services,"Bldg. 102, Rock Island Arsenal ","10/8/2021, 1/7/2021, 1/7/2021, 1/7/2021, 1/7/2021",,80,Rock Island Integrated Services,Rock Island,IL,61299-7680
2316,SEABURY & SMITH INC.,1440 RENAISSANCE DRIVE ,1/6/2003,,113,SEABURY & SMITH INC.,PARK RIDGE,IL,60067
2317,"DURA AUTOMOTIVE SYSTEMS, INC.",301 SOUTH SIMMONS STREET ,1/24/2003,,137,DURA AUTOMOTIVE SYSTEMS INC,STOCKTON,IL,61085
2318,Coilcraft,1102 Silverlake Rd ,2/3/2003,2002-01-20 00:00:00,60,Coilcraft,Cary,IL,60013
2319,BANK ONE,300 S RIVERSIDE & 525 W MONROE ,1/28/2003,,500,BANK ONE,CHICAGO,IL,60670
2320,Dana Brake Parts Inc.,725 McKinley Ave. ,1/27/2003,2002-02-13 00:00:00,92,Dana Brake Parts Inc.,Litchfield,IL,62056
2321,INGERSOLL PRODUCTS COMPANY,1000 WEST 120TH STREET ,2/6/2003,2002-02-27 00:00:00,73,INGERSOLL PRODUCTS COMPANY,CHICAGO,IL,60643
2322,Freedom Plastics,15191 IL Highway 40 ,2/6/2003,2002-01-10 00:00:00,65,Freedom Plastics,Sheffield,IL,61361
2323,Freedom Plastics,20607 Burl Ct. ,2/6/2003,2002-01-10 00:00:00,70,Freedom Plastics,Joliet,IL,60433
2324,Dixon Health Care Center,141 N. Court ,2/6/2003,,71,Dixon Health Care Center,Dixon,IL,62021
2325,KOMATSU AMERICA CORP,2300 NE ADAMS ,2/27/2013,,220,KOMATSU AMERICA CORP,PEORIA,IL,61639
2326,KOMATSU AMERICA CORP,2300 NE ADAMS ,2/15/2003,2001-06-12 00:00:00,276,KOMATSU AMERICA CORP,PEORIA,IL,61639
2327,FIREMAN'S FUND INSURANCE,CUSTOMER SERVICE CENTER 200 WEST MONROE,2/10/2003,,86,FIREMAN'S FUND INSURANCE,CHICAGO,IL,60606
2328,KEMPER INSURANCE COMPANY,ONE KEMPER DRIVE ,2/10/2003,,161,KEMPER INSURANCE COMPANY,LONG GROVE,IL,60049
2329,PERSONALCARE HEALTH MGT INC,2110 FOX DRIVE ,2/7/2003,,97,PERSONALCARE HEALTH MGT INC,CHAMPAIGN,IL,61820
2330,Mad Pricer Grocery,Whitaker and Westgate ,2/18/2003,,55,Mad Pricer Grocery,Salem,IL,62881
2331,NATIONAL STEEL CORPORATION,1951 STATE STREET ,2/19/2003,2002-04-08 00:00:00,2773,SCIENT CORPORATION,GRANITE CITY,IL,62040
2332,Rockford Powertrain,1200 Windsor Road ,2/20/2003,2002-02-12 00:00:00,100,Rockford Powertrain,Loves Park,IL,61111
2333,PARK AVENUE HEALTH CARE HOME,RT 148 SOUTH ,2/19/2003,,54,PARK AVENUE HEALTH CARE HOME,HERRIN,IL,62948
2334,AGCO CORP,12101 BARBER GREENE ROAD ,3/4/2003,,131,AGCO CORP,DEKALB,IL,60115
2335,AVTEC INDUSTIRES INC.,120 KENDALL POINT DRIVE ,3/3/2003,,70,AVTEC INDUSTIRES INC.,OSWEGO,IL,60543
2336,ARENS CONTROLS COMPANY LLC,2017 GREENLEAF STREET ,3/4/2003,,92,ARENS CONTROLS COMPANY LLC,EVANSTON,IL,60202
2337,FIRST PENN PACIFIC LIFE INSURANCE,10 NORTH MARTINGALE ROAD ,3/4/2003,,170,LINCOLN FINANCIAL GROUP,SCHAUMBURG,IL,60173
2338,HARPER-WYMAN APPLIANCE CONTROLS,525 ELM PLACE ,3/11/2003,2000-12-05 00:00:00,268,APPLIANCE CONTROLS GROUP INC.,PRINCETON,IL,61356
2339,SPECTRULITE CONSORTIUM INC.,1001 COLLEGE STREET BOX 258 ,3/14/2003,,168,SPECTRULITE CONSORTIUM INC.,MADISON,IL,62060
2340,LEGGETT & PLATT INC,6333 WEST HOWARD STREET ,3/10/2003,,71,,NILES,IL,60714
2341,"NWS ILLINOIS, LLC",4753-55 STENSTROM ROAD ,3/18/2003,,12,"NWS ILLINOIS, LLC",ROCKFORD,IL,61109
2342,"NWS ILLINOIS, LLC",2600 WEST 35TH STREET ,3/18/2003,,630,"NWS ILLINOIS, LLC",CHICAGO,IL,60632
2343,RCN CORPORATION,2640 W BRADLEY PLACE 600 W CHICAGO,3/21/2003,,141,RCN CORPORATION,CHICAGO,IL,60618
