,company_name,location,notice_date,layoff_date,employees_affected,Type (Closing/Layoff)
296,"FUJIFILM Irvine Scientific, Inc.",Orange County,08/02/2023,10/06/2023,12,Layoff Permanent
297,Sonoco,Tulare County,09/01/2023,11/01/2023,292,Closure Permanent
298,Kaiser Foundation Hospitals,Alameda County,09/12/2023,11/10/2023,21,Layoff Permanent
299,Kaiser Foundation Hospitals,Los Angeles County,09/12/2023,11/10/2023,8,Layoff Permanent
300,Kaiser Foundation Hospitals - Pasadena,Los Angeles County,09/12/2023,11/10/2023,1,Layoff Permanent
301,Kaiser Foundation Hospitals-Walnut,Los Angeles County,09/12/2023,11/10/2023,8,Layoff Permanent
302,Kaiser Foundation Hospitals-Los Robles,Los Angeles County,09/12/2023,11/10/2023,1,Layoff Permanent
303,"Boardriders Wholesale, LLC",Los Angeles County,09/01/2023,09/01/2023,1,Layoff Permanent
304,Kaiser Foundation Hospitals - Ordway Building,Alameda County,09/12/2023,11/10/2023,2,Layoff Permanent
305,Kaiser Foundation Hospitals,Alameda County,09/12/2023,11/10/2023,1,Layoff Permanent
306,Kaiser Foundation Hospitals - Harrison,Alameda County,09/12/2023,11/10/2023,4,Layoff Permanent
307,"Boardriders Wholesale, LLC",Orange County,09/01/2023,09/01/2023,57,Layoff Permanent
308,"Boardriders Wholesale, LLC",Orange County,09/01/2023,09/14/2023,3,Layoff Permanent
309,"Boardriders Wholesale, LLC",Orange County,09/01/2023,10/13/2023,12,Layoff Permanent
310,"Boardriders Wholesale, LLC",Orange County,09/01/2023,09/01/2023,10,Layoff Permanent
311,"Boardriders Wholesale, LLC",Riverside County,09/01/2023,09/01/2023,1,Layoff Permanent
312,Kaiser Foundation Hospitals,San Bernardino County,09/12/2023,11/10/2023,1,Layoff Permanent
313,"Coronado Brewing Company, Inc.",San Diego County,09/08/2023,11/07/2023,27,Closure Permanent
314,Kaiser Foundation Hospitals,San Diego County,09/12/2023,11/10/2023,1,Layoff Permanent
315,Kaiser Foundation Hospitals,Los Angeles County,09/12/2023,11/10/2023,1,Layoff Permanent
316,California Resources Corporation,Kern County,08/28/2023,08/28/2023,26,Layoff Permanent
317,California Resources Corporation,Kern County,08/28/2023,08/28/2023,1,Layoff Permanent
318,California Resources Corporation,Kern County,08/28/2023,08/28/2023,4,Layoff Permanent
319,California Resources Corporation,Kern County,08/28/2023,08/28/2023,1,Layoff Permanent
320,California Resources Corporation,Kern County,08/28/2023,08/28/2023,25,Layoff Permanent
321,California Resources Corporation,Kern County,08/28/2023,08/28/2023,2,Layoff Permanent
322,California Resources Corporation,Kern County,08/28/2023,08/28/2023,1,Layoff Permanent
323,California Resources Corporation,Kern County,08/28/2023,08/28/2023,1,Layoff Permanent
324,Jensen Enterprises Inc. dba Jensen Precast,Sacramento County,09/01/2023,12/31/2023,40,Closure Permanent
325,Foundation for California Community Colleges,Sacramento County,09/29/2023,09/29/2023,259,Layoff Permanent
326,"AppFolio, Inc.",San Diego County,08/17/2023,10/16/2023,13,Layoff Permanent
327,"AppFolio, Inc.",Santa Barbara County,08/17/2023,10/16/2023,98,Layoff Permanent
328,"West Coast Industries, Inc.",Los Angeles County,09/05/2023,11/04/2023,53,Closure Permanent
329,"West Coast Industries, Inc.",Los Angeles County,09/05/2023,11/30/2023,4,Closure Permanent
330,"Astra Space Operations, LLC",Alameda County,08/07/2023,10/03/2023,58,Layoff Permanent
331,"Newark Group, Inc.",Santa Clara County,09/06/2023,11/15/2023,74,Closure Permanent
332,"ChargePoint, Inc.",Santa Clara County,09/06/2023,11/06/2023,79,Layoff Permanent
333,Zymergen Inc.,Alameda County,09/06/2023,11/01/2023,7,Layoff Permanent
334,Jabil Inc.,Alameda County,09/11/2023,11/10/2023,140,Layoff Permanent
335,Safeway,Santa Clara County,09/06/2023,11/03/2023,38,Closure Permanent
336,Jabil Inc.,San Joaquin County,09/19/2023,12/25/2023,51,Closure Temporary
337,Carbon Health,Alameda County,08/10/2023,10/09/2023,1,Layoff Permanent
338,Carbon Health,Alameda County,08/10/2023,10/09/2023,1,Layoff Permanent
339,Carbon Health,Alameda County,08/10/2023,10/09/2023,5,Layoff Permanent
340,Carbon Health,Alameda County,08/10/2023,10/09/2023,1,Layoff Permanent
341,Carbon Health,Alameda County,08/10/2023,10/09/2023,1,Layoff Permanent
342,Carbon Health,Orange County,08/10/2023,10/09/2023,1,Layoff Permanent
343,Carbon Health,Orange County,08/10/2023,10/09/2023,4,Layoff Permanent
344,Carbon Health,Contra Costa County,08/10/2023,10/09/2023,1,Layoff Permanent
345,Carbon Health,Contra Costa County,08/10/2023,10/09/2023,1,Layoff Permanent
346,Carbon Health,Contra Costa County,08/10/2023,10/09/2023,4,Layoff Permanent
347,Carbon Health,Los Angeles County,08/10/2023,10/09/2023,4,Layoff Permanent
348,Carbon Health,Placer County,08/10/2023,10/09/2023,2,Layoff Permanent
349,Carbon Health,Los Angeles County,08/10/2023,10/09/2023,1,Layoff Permanent
350,Carbon Health,Los Angeles County,08/10/2023,10/09/2023,2,Layoff Permanent
351,Carbon Health,Los Angeles County,08/10/2023,10/09/2023,4,Layoff Permanent
352,Carbon Health,Los Angeles County,08/10/2023,10/09/2023,2,Layoff Permanent
353,Carbon Health,Los Angeles County,08/10/2023,10/09/2023,1,Layoff Permanent
354,Carbon Health,Los Angeles County,08/10/2023,10/09/2023,3,Layoff Permanent
355,Carbon Health,Los Angeles County,08/10/2023,10/09/2023,3,Layoff Permanent
356,Carbon Health,Los Angeles County,08/10/2023,10/09/2023,3,Layoff Permanent
357,Carbon Health,Los Angeles County,08/10/2023,10/09/2023,5,Layoff Permanent
358,Sunrun Inc.,Fresno County,08/02/2023,10/02/2023,31,Layoff Permanent
359,Sunrun Inc. - Angus,Fresno County,08/02/2023,10/02/2023,22,Layoff Permanent
360,LEER Group,Yolo County,09/12/2023,11/13/2023,122,Closure Permanent
361,LEER Group - 1242,Yolo County,09/12/2023,11/13/2023,27,Closure Permanent
362,Sunrun Inc.,Fresno County,09/12/2023,11/13/2023,1,Layoff Permanent
363,Noble House Home Furnishing LLC Superior HQ,Los Angeles County,09/11/2023,10/31/2023,100,Closure Permanent
364,Noble House Home Furnishings LLC GDF Outlet,Los Angeles County,09/11/2023,10/31/2023,7,Closure Permanent
365,Noble House Home Furnishings - 7901 Deering,Los Angeles County,09/11/2023,10/31/2023,9,Closure Permanent
366,Noble House Home Furnishings LLC,Los Angeles County,09/11/2023,10/31/2023,27,Closure Permanent
367,Nobel House Home Furnishings LLC,Los Angeles County,09/11/2023,10/31/2023,44,Closure Permanent
368,Sunrun Inc.,Los Angeles County,09/12/2023,11/13/2023,3,Layoff Permanent
369,Sunrun Inc.,Los Angeles County,09/12/2023,11/13/2023,24,Layoff Permanent
370,Carbon Health,Los Angeles County,08/10/2023,10/09/2023,3,Layoff Permanent
371,Carbon Health,Los Angeles County,08/10/2023,10/09/2023,3,Layoff Permanent
372,Carbon Health,Los Angeles County,08/10/2023,10/09/2023,3,Layoff Permanent
373,"Matheson Flight Extenders, Inc.",Los Angeles County,09/14/2023,11/13/2023,257,Closure Permanent
374,Carbon Health,Santa Clara County,08/10/2023,10/09/2023,2,Layoff Permanent
375,Carbon Health,Orange County,08/10/2023,10/09/2023,8,Layoff Permanent
376,Carbon Health,Orange County,08/10/2023,10/09/2023,3,Layoff Permanent
377,Carbon Health,Orange County,08/10/2023,10/09/2023,4,Layoff Permanent
378,Carbon Health,Orange County,08/10/2023,10/09/2023,2,Layoff Permanent
379,Carbon Health,Orange County,08/10/2023,10/09/2023,12,Layoff Permanent
380,Carbon Health,Orange County,08/10/2023,10/09/2023,9,Layoff Permanent
381,Carbon Health,Orange County,08/10/2023,10/09/2023,9,Layoff Permanent
382,Carbon Health,Orange County,08/10/2023,10/09/2023,2,Layoff Permanent
383,Carbon Health,Riverside County,08/10/2023,10/09/2023,2,Layoff Permanent
384,Carbon Health,Riverside County,08/10/2023,10/09/2023,2,Layoff Permanent
385,Carbon Health,Riverside County,08/10/2023,10/09/2023,2,Layoff Permanent
386,Carbon Health,Riverside County,08/10/2023,10/09/2023,3,Layoff Permanent
387,Carbon Health,Riverside County,08/10/2023,10/09/2023,1,Layoff Permanent
388,Carbon Health,Riverside County,08/10/2023,10/09/2023,2,Layoff Permanent
389,Carbon Health,Riverside County,08/10/2023,10/09/2023,1,Layoff Permanent
390,Carbon Health,Sacramento County,08/10/2023,10/09/2023,3,Layoff Permanent
391,Noble House Home Furnishings LLc,San Bernardino County,09/11/2023,10/31/2023,61,Closure Permanent
392,Carbon Health,San Bernardino County,08/10/2023,10/09/2023,5,Layoff Permanent
393,Sunrun Inc.,San Bernardino County,09/12/2023,11/13/2023,39,Closure Permanent
394,Carbon Health,San Diego County,08/10/2023,10/09/2023,11,Layoff Permanent
395,Carbon Health,San Francisco County,08/10/2023,10/09/2023,6,Layoff Permanent
396,Divvy Homes Inc.,San Francisco County,09/07/2023,11/07/2023,95,Layoff Permanent
397,Sunrun Inc.,San Joaquin County,09/12/2023,11/13/2023,31,Layoff Permanent
398,Carbon Health,Santa Clara County,08/10/2023,10/09/2023,18,Layoff Permanent
399,Carbon Health,Orange County,08/10/2023,10/09/2023,2,Layoff Permanent
400,Carbon Health,Los Angeles County,08/10/2023,10/09/2023,3,Layoff Permanent
401,Carbon Health,Solano County,08/10/2023,10/09/2023,12,Layoff Permanent
402,Carbon Health,Los Angeles County,08/10/2023,10/09/2023,1,Layoff Permanent
403,Carbon Health,Ventura County,08/10/2023,10/09/2023,10,Layoff Permanent
404,Carbon Health,Marin County,08/10/2023,10/09/2023,2,Layoff Permanent
405,Carbon Health,Marin County,08/10/2023,10/09/2023,3,Layoff Permanent
406,Bamboo Group Operations LLC dba Bamboo Sushi,Santa Clara County,09/14/2023,11/14/2023,40,Closure Permanent
407,B. Braun Medical Inc.,Orange County,09/14/2023,11/13/2023,70,Layoff Permanent
408,Container Connection,Riverside County,09/14/2023,11/22/2023,64,Layoff Permanent
409,Formagrid Inc. dba Airtable,San Francisco County,09/14/2023,09/15/2023,99,Layoff Permanent
410,"Pacific Coast Sightseeing Tours & Charters, Inc.",Orange County,09/14/2023,11/13/2023,68,Layoff Permanent
411,Federal Express Corporation,Los Angeles County,09/15/2023,11/15/2023,405,Closure Permanent
412,Niagara Bottling LLC,Los Angeles County,09/15/2023,11/15/2023,111,Layoff Permanent
413,Shaw Industries Group Inc. Plant WG,Los Angeles County,09/19/2023,11/20/2023,283,Closure Permanent
414,"Phillips Tool & Die, Inc. dba Busy Bee Tooling",San Bernardino County,09/14/2023,12/12/2023,7,Closure Permanent
415,Bloom Energy Corporation,Alameda County,09/16/2023,09/16/2023,34,Layoff Permanent
416,Bloom Energy Corporation,Alameda County,09/16/2023,09/16/2023,1,Layoff Permanent
417,City National Bank,Los Angeles County,09/13/2023,11/15/2023,34,Layoff Permanent
418,City National Bank,Los Angeles County,09/13/2023,11/15/2023,35,Layoff Permanent
419,City National Bank,Los Angeles County,09/13/2023,11/15/2023,2,Layoff Permanent
420,"Cacique Foods, LLC",Los Angeles County,09/19/2023,09/19/2023,203,Closure Permanent
421,"Cacique Foods, LLC",Los Angeles County,09/19/2023,09/19/2023,22,Closure Permanent
422,Bloom Energy Corporation,Santa Clara County,09/16/2023,09/16/2023,12,Layoff Permanent
423,Cummins Meritor,San Diego County,09/18/2023,12/31/2023,15,Layoff Permanent
424,Cummins Meritor,San Diego County,09/18/2023,12/31/2023,1,Layoff Permanent
425,Jabil Inc.,Alameda County,09/21/2023,12/23/2023,138,Layoff Temporary
426,Peloton Interactive Inc.,Contra Costa County,09/21/2023,02/01/2024,6,Closure Permanent
427,Dryer's Grand Ice Cream,Kern County,09/20/2023,11/19/2023,1015,Layoff Temporary
428,Dryer's Grand Ice Cream,Kern County,09/20/2023,12/15/2023,1015,Layoff Temporary
429,"Jabil, Inc.",Orange County,09/21/2023,12/25/2023,69,Layoff Temporary
430,"Roku, Inc.",Santa Clara County,09/21/2023,11/20/2023,135,Layoff Permanent
431,Dreyer's Grand Ice Cream,Tulare County,09/20/2023,11/20/2023,306,Layoff Temporary
432,Dryer's Grand Ice Cream,Tulare County,09/20/2023,12/11/2023,306,Layoff Temporary
433,BMO Bank N.A. successor in interest to Bank of the West,Contra Costa County,09/19/2023,12/08/2023,200,Layoff Permanent
434,"Distribution Alternatives, Inc.",San Bernardino County,09/20/2023,11/20/2023,15,Closure Permanent
435,BMO Bank N.A. successor in interest to Bank of the West,San Francisco County,09/19/2023,12/08/2023,28,Layoff Permanent
436,Jabil Inc.,Santa Clara County,09/21/2023,12/25/2023,550,Closure Temporary
437,Jabil Inc.,Santa Clara County,09/21/2023,12/25/2023,84,Closure Temporary
438,"FM Restaurants HQ, LLC dba El Torito Mexican Grill",Orange County,09/29/2023,11/30/2023,39,Closure Permanent
439,"Stir Foods, LLC",Riverside County,10/02/2023,12/01/2023,87,Closure Permanent
440,SCAT Enterprises LLC,Los Angeles County,09/26/2023,11/27/2023,52,Closure Permanent
441,Google,San Francisco County,09/13/2023,11/25/2023,41,Layoff Permanent
442,Google,San Francisco County,09/13/2023,11/25/2023,34,Layoff Permanent
443,Terre du Soleil dba Auberge du Soleil,Napa County,09/25/2023,01/03/2024,217,Layoff Temporary
444,PhenomeX Inc.,Alameda County,10/02/2023,10/02/2023,46,Layoff Permanent
445,Bloom Energy Corporation,Alameda County,10/03/2023,10/03/2023,6,Layoff Permanent
446,Bloom Energy Corporation,Alameda County,10/03/2023,10/03/2023,1,Layoff Permanent
447,Hallcon Corporation,Santa Clara County,09/28/2023,12/31/2023,65,Layoff Permanent
448,Bloom Energy Corporation,Santa Clara County,10/03/2023,10/03/2023,8,Layoff Permanent
449,Bloom Energy Corporation,Santa Clara County,10/03/2023,10/03/2023,3,Layoff Permanent
450,"Kuubix Global, LLC",Riverside County,09/28/2023,09/29/2023,7,Closure Permanent
451,Kuubix Global LLC,San Joaquin County,09/27/2023,09/29/2023,17,Closure Permanent
452,Bloom Energy Corporation,Santa Clara County,10/03/2023,10/03/2023,54,Layoff Permanent
453,Kuubix Global LLC,Tulare County,09/27/2023,09/29/2023,46,Closure Permanent
454,Amgen,Alameda County,06/15/2022,12/02/2022,2,Closure Permanent
455,"Assembled Financial Technology, LLC",Los Angeles County,06/24/2022,08/21/2022,13,Closure Permanent
456,Cue Health Inc.,San Diego County,06/23/2022,08/23/2022,9,Layoff Permanent
457,Cue Health Inc.,San Diego County,06/23/2022,08/23/2022,123,Layoff Permanent
458,Cue Health,San Diego County,06/23/2022,08/23/2022,37,Layoff Permanent
459,PAE Shared Services LLC dba Amentum,Los Angeles County,06/15/2022,08/11/2022,37,Layoff Permanent
460,"DailyLook, Inc.",Los Angeles County,06/27/2022,08/26/2022,80,Layoff Permanent
461,"Tesla, Inc.",San Mateo County,06/29/2022,08/27/2022,229,Closure Permanent
462,"ABM Industry Groups, LLC dba Meta",San Mateo County,07/01/2022,07/24/2022,368,Layoff Permanent
463,AppLovin Corporation,Santa Clara County,06/27/2022,08/26/2022,62,Layoff Permanent
464,PAE Shared Services LLC dba Amentum,San Diego County,06/15/2022,08/11/2022,25,Layoff Permanent
465,PAE Shared Services LLC dba Amentum,San Diego County,06/15/2022,08/11/2022,68,Layoff Permanent
466,"Heron Therapeutics, Inc.",San Diego County,06/29/2022,08/28/2022,77,Layoff Permanent
467,"Tesla, Inc.",Alameda County,06/27/2022,08/27/2022,20,Layoff Permanent
468,"Tesla, Inc.",Alameda County,06/27/2022,08/27/2022,5,Layoff Permanent
469,"Tesla, Inc.",Alameda County,06/27/2022,08/27/2022,2,Layoff Permanent
470,"Tesla, Inc.",Alameda County,06/27/2022,08/27/2022,1,Layoff Permanent
471,"Tesla, Inc.",Alameda County,06/27/2022,08/27/2022,41,Layoff Permanent
472,"JSL Transport, LLC",Kern County,07/01/2022,08/31/2022,4,Closure Permanent
473,"R.A. Phillips Industries, Inc.",Los Angeles County,06/20/2022,12/31/2022,211,Layoff Permanent
474,"JSL Transport, LLC",Los Angeles County,07/01/2022,08/31/2022,10,Closure Permanent
475,"JSL Transport, LLC",Los Angeles County,07/01/2022,08/31/2022,1,Closure Permanent
476,PACT Pharma,San Mateo County,06/30/2022,08/29/2022,94,Layoff Permanent
477,"JSL Transport, LLC",Orange County,07/01/2022,08/31/2022,9,Closure Permanent
478,"JSL Transport, LLC",Orange County,07/01/2022,08/31/2022,6,Closure Permanent
479,"JSL Transport, LLC",Sacramento County,07/01/2022,08/31/2022,18,Closure Permanent
480,"JSL Transport, LLC",Los Angeles County,07/01/2022,08/31/2022,76,Closure Permanent
481,"JSL Transport, LLC",Los Angeles County,07/01/2022,08/31/2022,1,Closure Permanent
482,"JSL Transport, LLC",Stanislaus County,07/01/2022,08/31/2022,27,Closure Permanent
483,"JSL Transport, LLC",Los Angeles County,07/01/2022,08/31/2022,2,Closure Permanent
484,First Student,Los Angeles County,07/05/2022,08/15/2022,54,Layoff Permanent
485,First Student,Los Angeles County,07/01/2022,08/26/2022,105,Layoff Permanent
486,First Student,Los Angeles County,07/01/2022,08/26/2022,71,Layoff Permanent
487,Maxar Space LLC,Santa Clara County,07/06/2022,09/05/2022,125,Layoff Permanent
488,Scotts Temecula Operations LLC,Riverside County,07/11/2022,09/09/2022,55,Layoff Permanent
489,First Student,Los Angeles County,07/01/2022,08/26/2022,176,Layoff Permanent
490,Texana Bank,Orange County,07/07/2022,09/05/2022,58,Layoff Permanent
491,"Voxpro Group, LLC",Sacramento County,07/07/2022,09/06/2022,180,Layoff Permanent
492,"Anheuser-Busch, LLC",Alameda County,07/07/2022,09/09/2022,142,Closure Permanent
493,Performance Team,San Bernardino County,07/11/2022,08/31/2022,153,Closure Permanent
494,"ADP, Inc.",Alameda County,07/12/2022,09/16/2022,12,Layoff Permanent
495,"Adverum Biotechnologies, Inc.",San Mateo County,07/07/2022,07/07/2022,27,Layoff Permanent
496,"Adverum Biotechnologies, Inc.",San Mateo County,07/07/2022,07/07/2022,51,Layoff Permanent
497,Life Cycle Engineering,San Diego County,07/13/2022,09/02/2022,69,Layoff Permanent
498,"Freshly, Inc.",Los Angeles County,07/12/2022,09/10/2022,104,Closure Permanent
499,"The Permanente Federation dba Permanente
Advantage LLC",San Diego County,05/11/2022,07/11/2022,19,Layoff Permanent
500,B&H Flowers,Santa Barbara County,06/01/2022,06/01/2022,80,Closure Permanent
501,North Bay Health,Solano County,07/11/2022,08/22/2022,99,Layoff Permanent
502,North Bay Health,Solano County,07/11/2022,08/22/2022,60,Layoff Permanent
503,North Bay Health,Solano County,07/11/2022,08/22/2022,4,Layoff Permanent
504,North Bay Health,Solano County,07/11/2022,08/22/2022,26,Layoff Permanent
505,Pennymac,Ventura County,05/19/2022,07/18/2022,30,Layoff Permanent
506,Pennymac,Ventura County,05/19/2022,07/18/2022,2,Layoff Permanent
507,CytomX Therapeutics Inc.,San Mateo County,07/13/2022,07/13/2022,66,"Layoff Not known at
this time"
508,Data Aire Inc.,Orange County,07/20/2022,10/03/2022,85,Closure Permanent
509,Urbn Leaf dba Uprooted Inc.,San Diego County,07/14/2022,09/12/2022,58,Layoff Permanent
510,"Tonal Systems, Inc.",San Francisco County,07/13/2022,09/12/2022,80,Layoff Permanent
511,Restoration Hardware Inc.,San Joaquin County,07/20/2022,10/01/2022,55,Layoff Permanent
512,OnePointOne Inc.,Santa Clara County,07/14/2022,09/14/2022,14,Closure Permanent
513,Gardena Honda,Los Angeles County,07/15/2022,09/15/2022,90,Closure Permanent
514,"Amy&rsquo;s Kitchen, Inc.",Santa Clara County,07/19/2022,09/16/2022,331,Closure Permanent
515,Adventist Health,Placer County,07/22/2022,07/19/2022,52,Layoff Permanent
516,Schneider Electric,Orange County,07/25/2022,09/23/2022,9,Layoff Permanent
