,company_name,location,notice_date,layoff_date,employees_affected,URL,Closure/Layoff
878,"3M, dba Ceradyne ACO (Ceradyne, Inc.)",Fayette,2013-04-08 00:00:00,,93,,
879,"Serco, Inc.",Whitley,2013-03-06 00:00:00,,250,,
880,Joy Global,Bourbon,2013-03-01 00:00:00,,147,,
881,"Gunderson Rail Service LLC, dba Greenbrair Rail Services",Hardin,2013-02-28 00:00:00,,58,,
882,"Fetter Printing Company, Fettergroup",Jefferson,2013-02-28 00:00:00,,54,,
883,"JCIM US, LLC",Jefferson,2013-02-19 00:00:00,,347,,
884,Conifer Health Solutions,Warren,2013-01-30 00:00:00,,54,,
885,Community Alternatives KY Madisonville,Hopkins,2013-01-22 00:00:00,,70,,
886,The Boeing Company,,2013-01-18 00:00:00,,2,,
887,"Gap, Inc.",,2013-01-16 00:00:00,,363,,
888,"Leggett & Platt, Incorporated",,2013-01-08 00:00:00,,71,,
889,Alpha Natural Resources         North Fork Coal Corporation ,,2013-01-07 00:00:00,,267,,
890,The Boeing Company,,2013-01-04 00:00:00,,49,,
891,Time Warner Cable (TWC),Jefferson,2014-01-21 00:00:00,,97,,
892,Boeing,Statewide,2014-01-04 00:00:00,,49,,
893,"Arch Coal, Inc.,  Flint Ridge ",Breathitt,2014-01-07 00:00:00,,131,,
894,"Motorola Solutions, Inc.",Jefferson,2014-01-09 00:00:00,,,,
895,"HDA, Inc. and N-Store Merchandising, Inc.",Statewide,2014-02-11 00:00:00,,,,
896,United States Enrichment Corporation (USEC),Ballard,2014-02-20 00:00:00,,360,,
897,"Brake Parts, Inc., LLC.",Lincoln,2014-02-27 00:00:00,,,,
898,"General Dynamics Information Technology, Inc.",Laurel,2014-03-07 00:00:00,,271,,
899,Cenveo,Shelby,2014-04-04 00:00:00,,,,
900,"Union Underwear Co., Inc. d/b/a Fruit of the Loom",Russell,2014-04-04 00:00:00,,601,,
901,Big Rivers Electric Corp. Coleman Station,Hancock,2014-04-07 00:00:00,,96,,
902,United States Enrichment Corporation (USEC),Ballard,2014-04-29 00:00:00,,85,,
903,"Nielsen Company (US), LLC",Hardin,2014-05-06 00:00:00,,237,,
904,"Aphena Pharma Solutions, LLC",Barren,2014-05-29 00:00:00,,54,,
905,"Carl Zeiss Vision, Inc.",Boone,2014-05-29 00:00:00,,67,,
906,Regal Beloit,Clark / Montgomery,2014-06-05 00:00:00,,242,,
907,"Sodexo, Inc.",Fayette,2014-06-09 00:00:00,,57,,
908,"Harlan-Cumberland Coal Company, LLC",Harlan,2014-06-19 00:00:00,,92,,
909,BAE Systems,Jackson,2014-06-26 00:00:00,,150,,
910,"Cumberland River Coal Company Complex ""CRCC Complex""",Letcher,2014-07-22 00:00:00,,See WARN,,
911,Joy Global - Salyersville Operations,Magoffin,2014-07-27 00:00:00,,73,,
912,United States Enrichment Corporation (USEC),Ballard,2014-07-31 00:00:00,,375,,
913,Federal - Mogul Corporation,Mason,2014-07-31 00:00:00,,157,,
914,"Bluegrass Family Health, Inc., (""BFH"")",Fayette,2014-09-05 00:00:00,,61,,
915,"Cumberland River Coal Company Complex ""CRCC Complex""",Letcher,2014-09-19 00:00:00,,213,,
916,"Wolverine Services, LLC (an Akima Company)",Hardin,2014-10-01 00:00:00,,199,,
917,"Creation Technologies Kentucky, Inc.  (""the Company"")",Fayette,2014-10-02 00:00:00,,204,,
918,"TECO Coal Corporations (TECO Diversified, Inc.)","Pike, Perry, Whitley, Knox",2014-10-27 00:00:00,,656,,
919,"Cumberland River Coal Company Complex ""CRCC Complex""",Letcher,2014-11-21 00:00:00,,See WARN,,
920,Lexington Fayette County Health Dept. (LFCHD) HealthFirst Bluegrass Unit,Fayette,2014-12-03 00:00:00,,125,,
921,"KentuckyOne Health - Jewish Hospital Aramark Healthcare Support Services (""Aramark"")",Jefferson,2014-12-03 00:00:00,,144,,
922,"Dodge Hill Mining Company, LLC (""Dodge Hill"")",Union,2015-02-03 00:00:00,,135,,
923,"Heritage Coal Company, LLC (""Heritage"")",Union,2014-12-08 00:00:00,,66,,
924,"Highland Mining Company, LLC (""Highland"")",Union,2014-12-08 00:00:00,,483,,
925,"Sykes Enterprise, Incorporated",Nelson,2014-12-16 00:00:00,,173,,
926,"Akima Support Operations (ASO) 407th FSB, ASC, Logistics Readiness Center (LRC)",Hardin,2014-12-16 00:00:00,,200,,
927,Kentucky Fuel Corporation (KFC),Pike,2014-12-17 00:00:00,,52,,
928,"TECO Coal Coal LLC, & Subsidiaries ","Pike, Perry, Whitley, Knox",2014-12-30 00:00:00,, in WARN,,
929,"Morgan, Lewis & Bockius LLP ",Fayette,2015-01-06 00:00:00,,24,,
930,"JAD Coal Company, Inc. ",Harlan,2015-01-06 00:00:00,,9,,
931,"Fox Knob Coal Company, Inc.",Harlan,2015-01-06 00:00:00,,86,,
932,Your Community Bank,Hardin,2015-01-07 00:00:00,,52,,
933,ShopKo Hometown #718,Casey,2015-01-08 00:00:00,,24,,
934,ShopKo Hometown #721,Hart,2015-01-08 00:00:00,,20,,
935,ShopKo Hometown #730,Larue,2015-01-08 00:00:00,,22,,
936,Market Day LLC,Jefferson,2015-01-08 00:00:00,,25,,
937,"Avantor Performance Materials, Inc.",Bourbon,2015-01-16 00:00:00,,150,,
938,"Morgan, Lewis & Bockius LLP",Fayette,2015-01-28 00:00:00,,76,,
939,"JAD Coal Company, Inc.",Harlan,2015-01-30 00:00:00,,9,,
940,"Fox Knob Coal Company, Inc. ",Harlan,2015-01-30 00:00:00,,86,,
941,"Hospital of Fulton, Inc.   d/b/a  Parkway Regional Hospital",Fulton,2015-01-30 00:00:00,,165,,
942,"Hospital of Fulton, Inc., Hillview Medical Clinic ",Fulton,2015-01-30 00:00:00,,18,,
943,"DynCorp International LLC, U.S. Air Force's 160th  SOAR",Christian,2015-02-04 00:00:00,,296,,
944,"Highland Mining Company, LLC ",Union,2015-02-06 00:00:00,,62,,
945,"Licking River Mining, LLC ",Morgan,2015-02-10 00:00:00,,127,,
946,"Licking River Resources, Inc. ",Morgan,2015-02-10 00:00:00,,8,,
947,"S. M. & J., Inc. ",Boyd,2015-02-10 00:00:00,,3,,
948,"Heritage Coal Company, LLC ",Union,2015-02-17 00:00:00,,2,,
949,Fort Dearborn Company,Warren,2015-03-20 00:00:00,,60,,
950,"Universal Well Services, Inc.",Floyd,2015-03-25 00:00:00,,73,,
951,Gourmet Express LLC,Muhlenberg,2015-03-30 00:00:00,,98,,
952,DAL Global Services,Boone,2015-04-08 00:00:00,,63,,
953,"Quality Manufacturing, Inc. ",Clark,2015-04-10 00:00:00,,62,,
954,"Quality Manufacturing, Inc. ",Clark,2015-04-10 00:00:00,,4,,
955,"IPSCO Tubulars, (KY) Inc.",Campbell,2015-04-13 00:00:00,,115,,
956,"Heritage Coal Company, LLC ",Union,2015-04-20 00:00:00,,2,,
957,"Highland Mining Company, LLC ",Union,2015-04-20 00:00:00,,37,,
958,"IPSCO Tubulars, (KY) Inc.",Campbell,2015-05-12 00:00:00,,36,,
959,"IPSCO Tubulars, (KY) Inc.",Campbell,2015-05-12 00:00:00,,115,,
960,Lee Adjustment Center ,Lee,2015-05-14 00:00:00,,154,,
961,Gourmet Express LLC,Muhlenberg,2015-05-18 00:00:00,,77,,
962,"LATA Environmental Services of Kentucky, LLC","Ballard, McCracken",2015-05-21 00:00:00,,Unknown,,
963,Joy Global - Salyersville Operations,Magoffin,2015-05-28 00:00:00,,38,,
964,"Brake Parts Inc., LLC",Lincoln,2015-05-28 00:00:00,,Unknown,,
965,RHINO CAM Mining LLC,"Letcher , Pike",2015-06-02 00:00:00,,58,,
966,Bechtel Parsons Blue Grass Project,Madison,2015-06-05 00:00:00,,20,,
967,ResCare,Jefferson,2015-06-01 00:00:00,,75,,
968,Chegg,Bullitt,2015-06-10 00:00:00,,31,,
969,"Aramark Healthcare Support Services (""Aramark"") at Kentucky One Health","Jefferson, Bullitt, Shelby",2015-06-09 00:00:00,,169,,
970,"Straight Creek Coal Mining, Inc ", Bell,2015-06-16 00:00:00,,70,,
971,"IPSCO Tubulars, (KY) Inc.",Campbell,2015-06-19 00:00:00,,46,,
972,Discover Home Loans or Discover,Jefferson,2015-06-22 00:00:00,,187,,
973,Anthem Inc.,Jefferson,2015-06-24 00:00:00,,57,,
974,RR Donnelley,Scott,2015-07-07 00:00:00,,91,,
975,"IPSCO Tubulars, (KY) Inc.",Campbell,2015-07-07 00:00:00,,7,,
976,MillBranch Coal Corporation-North Fork Coal Corporation -Pigeon Creek Processing- Maxxim Shared Services -Panther Mine No. 1-Stillhouse No. 1 Mine,"Harlan,Letcher, (Appalachia VA)",2015-07-08 00:00:00,,292,,
977,"IPSCO Tubulars, (KY) Inc.",Campbell,2015-07-13 00:00:00,,24,,
978,"CareCall, Inc",Kenton,2015-07-15 00:00:00,,18,,
979,United Recovery Systems,Kenton,2015-07-15 00:00:00,,78,,
980,HAECO Airframe Services,Kenton,2015-07-30 00:00:00,,99,,
981,Coyne Textile Services,Laurel,2015-08-17 00:00:00,,Unknown,,
982,Century Aluminum of Kentucky -Hawesville ,Hancock,2015-08-31 00:00:00,,624,,
983,RHINO CAM Mining LLC,"Letcher , Pike",2015-08-31 00:00:00,,92,,
984,Wickliffe Paper Company LLC-Verso Corp ,Ballard,2015-09-01 00:00:00,,310,,
985,Envoy Air,Jefferson,2015-09-23 00:00:00,,78,,
986,AK Steel Corporation -Ashland Works,Boyd,2015-10-16 00:00:00,,733,,
987,"Lexington Metal Systems, LLC",Montgomery,2015-10-19 00:00:00,,100,,
988,CSX Transportation Inc.,Whitley,2015-10-20 00:00:00,,225,,
989,STEIN INC. -Ashland KY Facility,Boyd,2015-10-27 00:00:00,,53,,
990,"Arch Coal, Inc./Cumberland River Coal Company ",Letcher ,2015-10-30 00:00:00,,8,,
991,Century Aluminum Sebree LLC ,Henderson,2015-10-30 00:00:00,,148,,
992,Joy Global - Salyersville Operations,Magoffin,2015-11-02 00:00:00,,57,,
993,Armstrong Coal-Midway Preparation Plant,Ohio,2015-11-02 00:00:00,,10,,
994,Armstrong Coal-Midway Mine,Ohio,2015-11-02 00:00:00,,65,,
995,Armstrong Coal-Parkway Preparation Plant-    Central City,Muhlenberg,2015-11-02 00:00:00,,6,,
996,Armstrong Coal-Parkway Mine- Central City,Muhlenberg,2015-11-02 00:00:00,,52,,
997,Adair County Hospital District-                               Westlake Regional Hospital,"Adair,Metcalf, Russell",2015-11-04 00:00:00,,153,,
998,Sebree Mining LLC,Webster,2015-11-06 00:00:00,,140,,
999,Blue Diamond Mining Buckeye Mine Complex,Perry/Leslie,2015-11-19 00:00:00,,159,,
1000,Century Aluminum of Kentucky                           (EXTENSION OF CONDITIONAL WARN),Hancock,2015-12-02 00:00:00,,225,,
1001,"Kentucky Association of Electric Cooperatives, Inc. (KAEC)",Jefferson,2015-12-29 00:00:00,,94,,
1002,Toyota Motor Engineering & Manufacturing,Boone,2016-12-12 00:00:00,,648,,
1003,Vantiv,Jefferson,2016-11-17 00:00:00,,200,,
1004,Experience Works,Lee,2016-11-07 00:00:00,,31,,
1005,Harman International Industries,Simpson,2016-11-07 00:00:00,,215,,
1006,Glenview Healthcare & Rehabilitation Center,Jefferson,2016-09-27 00:00:00,,83,,
1007,Meadowview Rehab & Wellness,Jefferson,2016-09-27 00:00:00,,     124 ,,
1008,Gerdau Ameristeel US Inc.-Calvert City Mill,Marshall,2016-09-15 00:00:00,,138,,
1009,Alpha Natural Resources - Sidney Coal Company LLC,Pike,2016-09-08 00:00:00,,117,,
1010,St. Catherine College,Washington,2016-06-10 00:00:00,,120,,
1011,Spurlock Mining LLC,Floyd,2016-06-09 00:00:00,,203,,
1012,Federal-Mogul Motorparts,Mason,2016-06-06 00:00:00,,110,,
1013,General Product's,Logan,2016-06-03 00:00:00,,47,,
1014,Kindred Nursing and Rehabilitation,Jefferson,2016-06-01 00:00:00,,152,,
1015,Tantus Tobacco LLC,Russell,2016-05-31 00:00:00,,87,,
1016,Affinity Apparel,Montgomery,2016-05-27 00:00:00,,TBD,,
1017,"ADP Benefits KY, Inc.",Jefferson,2016-05-24 00:00:00,,110,,
1018,Whayne Supply Company,  Whitley,2016-05-13 00:00:00,,TBD,,
1019,Remington Outdoor Company,Graves,2016-05-06 00:00:00,,189,,
1020,Armstrong Coal- Parkway underground mine,Muhlenberg,2016-04-29 00:00:00,,86,,
1021,Armstrong Coal- Parkway Preparation Plant,Muhlenberg,2016-04-29 00:00:00,,20,,
1022,KeyTronicEMS,Mercer,2016-04-28 00:00:00,,73,,
1023,IPSCO Tubluars (KY) Inc.,Campbell,2016-04-26 00:00:00,,113,,
1024,Johnson Controls Inc.,Shelby,2016-04-21 00:00:00,,122,,
1025,Dana Commercial Vehicle Manufacturing LLC ,Barren,2016-04-19 00:00:00,,191,,
1026,"Verso Corporation Wickliffe Mill ,                              Beaver Dam Woodyard & Eddyville Woodyard",Ballard,2016-04-08 00:00:00,,425,,
1027,IPSCO Tubluars (KY) Inc.,Campbell,2016-04-05 00:00:00,,6,,
1028,"Sodexo,Inc.",Jefferson,2016-04-04 00:00:00,,215,,
1029,Lexmark International Inc,Fayette,2016-03-23 00:00:00,,143,,
1030,Firstsource Group USA-REVISED,Jefferson,2016-03-21 00:00:00,,282,,
1031,Innotrac L.P.'s Facility,Boone,2016-03-09 00:00:00,,338,,
1032,Carmeuse Lime & Stone -Maysville Operation ,Mason,2016-03-07 00:00:00,,76,,
1033,Convergys Corporation,Kenton,2016-03-03 00:00:00,,94,,
1034,IPSCO Tubulars (KY) Inc.,Campbell,2016-03-02 00:00:00,,6,,
1035,Delta Air Lines,Boone,2016-02-25 00:00:00,,305,,
1036,Hearth & Home Technologies,Bourbon,2016-02-22 00:00:00,,229,,
1037,Warrior Coal LLC,Hopkins,2016-02-05 00:00:00,,150,,
1038,Hopkins County Coal LLC,Hopkins,2016-02-05 00:00:00,,253,,
1039,Pine Branch Mining LLC,Perry,2016-02-01 00:00:00,,156,,
1040,Novitex Government Solutions London,Laurel,2016-01-26 00:00:00,,64,,
1041,Belden Monticello,Wayne,2016-01-15 00:00:00,,230,,
1042,"IPSCO Tubulars, (KY) Inc.",Campbell,2016-01-13 00:00:00,,126,,
1043,SKF USA Inc. Automotive Vehicle Service Market,Boone,2016-01-11 00:00:00,,179,,
